number,value,params_lambda_prior,params_ucb_alpha,params_window_size,user_attrs_bandit_consulted_ratio_overall,user_attrs_constraints_values,user_attrs_cv_finite_objective,user_attrs_cv_min_symbol_trades,user_attrs_decision_point_ratio_overall,user_attrs_dro_alpha,user_attrs_dro_minimax_max,user_attrs_dro_minimax_mean,user_attrs_dro_minimax_median,user_attrs_dro_minimax_min,user_attrs_dro_minimax_std,user_attrs_dro_pure_min_mean,user_attrs_dro_pure_min_median,user_attrs_dro_pure_min_std,user_attrs_forced_singleton_ratio_overall,user_attrs_full_mean_aggregate_median,user_attrs_h1_mean_aggregate_median,user_attrs_h2_mean_aggregate_median,user_attrs_mean_holding_bars_overall,user_attrs_median_holding_bars_overall,user_attrs_median_max_drawdown_abs,user_attrs_median_min_symbol_trades,user_attrs_median_profit_factor,user_attrs_median_time_between_entries_overall,user_attrs_median_total_trades,user_attrs_memory_horizon_bars,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_dro_minimax_median,user_attrs_observed_dro_pure_min_median,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_min_symbol_trades,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_p25_holding_bars_overall,user_attrs_p75_holding_bars_overall,user_attrs_pending_update_queued_ratio_overall,user_attrs_seeds_used,user_attrs_share_trades_closed_after_horizon_overall,user_attrs_share_trades_closed_before_horizon_overall,user_attrs_valid,state
39,-4.956683391930991,3.3885875065192863,0.09278224028500996,300,0.6725,"[-72.0, 0.0]",0.0,-72.0,0.6725,0.5,-4.956683391930991,-4.956683391930991,-4.956683391930991,-4.956683391930991,0.0,-6.243869886055168,-6.243869886055168,0.0,0.3275,-7.267586545346649,-1.0951239095584597,-6.243869886055168,6.5030674846625764,4.0,9.651340079306614,122.0,0.692712484641856,7.0,455.0,300.0,1,dro_minimax_median,-4.956683391930991,-4.956683391930991,-6.243869886055168,9.651340079306614,122.0,0.692712484641856,455.0,4.0,4.0,0.6675,3142,0.12883435582822086,0.8711656441717791,True,COMPLETE
40,-1.8165349835264677,0.5550921804434568,0.04348221092178343,200,0.7765,"[-58.0, 0.0]",0.0,-58.0,0.7765,0.5,-1.8165349835264677,-1.8165349835264677,-1.8165349835264677,-1.8165349835264677,0.0,-2.0767085667931653,-2.0767085667931653,0.0,0.22350000000000003,-3.1141232940916086,-1.0360142337263751,-2.0767085667931653,8.046296296296296,4.0,4.675414073535167,108.0,0.7030904482099976,8.0,332.0,200.0,1,dro_minimax_median,-1.8165349835264677,-1.8165349835264677,-2.0767085667931653,4.675414073535167,108.0,0.7030904482099976,332.0,4.0,7.0,0.7715,3142,0.23148148148148148,0.7685185185185185,True,COMPLETE
41,-3.4077136430856276,2.7099611413000333,0.011045485197934088,175,0.754,"[-42.0, 0.0]",0.0,-42.0,0.754,0.5,-3.4077136430856276,-3.4077136430856276,-3.4077136430856276,-3.4077136430856276,0.0,-4.872457488798114,-4.872457488798114,0.0,0.246,-3.94098389741641,0.9865178940518304,-4.872457488798114,7.3983739837398375,4.0,10.102903405256146,92.0,0.6860005911569993,7.0,344.0,175.0,1,dro_minimax_median,-3.4077136430856276,-3.4077136430856276,-4.872457488798114,10.102903405256146,92.0,0.6860005911569993,344.0,4.0,6.0,0.7515,3142,0.16260162601626016,0.8373983739837398,True,COMPLETE
42,-1.2149499555338978,0.8598344894354446,0.0406717931605572,225,0.7605,"[-37.0, 0.0]",0.0,-37.0,0.7605,0.5,-1.2149499555338978,-1.2149499555338978,-1.2149499555338978,-1.2149499555338978,0.0,-1.5343852485596556,-1.5343852485596556,0.0,0.23950000000000005,-1.7653256310320333,-0.2566440764566247,-1.5343852485596556,7.756302521008403,4.0,4.458192417434736,87.0,0.7585029795904242,7.0,370.0,225.0,1,dro_minimax_median,-1.2149499555338978,-1.2149499555338978,-1.5343852485596556,4.458192417434736,87.0,0.7585029795904242,370.0,4.0,4.0,0.7555,3142,0.16806722689075632,0.8319327731092437,True,COMPLETE
43,-2.2464918401054383,0.5914340241080223,0.028158335403461562,250,0.7365,"[-44.0, 0.0]",0.0,-44.0,0.7365,0.5,-2.2464918401054383,-2.2464918401054383,-2.2464918401054383,-2.2464918401054383,0.0,-2.5379731198348945,-2.5379731198348945,0.0,0.26349999999999996,-3.87670071867163,-1.3720480009170697,-2.5379731198348945,6.541984732824427,4.0,7.63764722473721,94.0,0.7688933920520105,7.0,369.0,250.0,1,dro_minimax_median,-2.2464918401054383,-2.2464918401054383,-2.5379731198348945,7.63764722473721,94.0,0.7688933920520105,369.0,4.0,4.0,0.7315,3142,0.10687022900763359,0.8931297709923665,True,COMPLETE
44,-2.7984597663210664,1.3789558209083839,0.033746582906701704,200,0.7285,"[-78.0, 0.0]",0.0,-78.0,0.7285,0.5,-2.7984597663210664,-2.7984597663210664,-2.7984597663210664,-2.7984597663210664,0.0,-3.348030018373175,-3.348030018373175,0.0,0.27149999999999996,-4.496660596228115,-1.1497490101647394,-3.348030018373175,7.0859375,4.0,10.573518904036428,128.0,0.7809274307163303,7.0,402.0,200.0,1,dro_minimax_median,-2.7984597663210664,-2.7984597663210664,-3.348030018373175,10.573518904036428,128.0,0.7809274307163303,402.0,4.0,6.0,0.7235,3142,0.15555555555555556,0.8444444444444444,True,COMPLETE
45,-2.953368639618799,1.736972531877637,0.05038062431784295,275,0.7645,"[-48.0, 0.0]",0.0,-48.0,0.7645,0.5,-2.953368639618799,-2.953368639618799,-2.953368639618799,-2.953368639618799,0.0,-3.4281998430836347,-3.4281998430836347,0.0,0.23550000000000004,-4.945057397312991,-1.5288750292242934,-3.4281998430836347,7.435897435897436,4.0,8.926958481051027,98.0,0.7851232075346538,7.0,363.0,275.0,1,dro_minimax_median,-2.953368639618799,-2.953368639618799,-3.4281998430836347,8.926958481051027,98.0,0.7851232075346538,363.0,4.0,5.0,0.7595,3142,0.1452991452991453,0.8547008547008547,True,COMPLETE
46,-4.837947490853411,0.7459926804774663,0.07856693140910592,250,0.7025,"[-59.0, 0.0]",0.0,-59.0,0.7025,0.5,-4.837947490853411,-4.837947490853411,-4.837947490853411,-4.837947490853411,0.0,-5.666948261548747,-5.666948261548747,0.0,0.2975,-7.882234074869506,-2.3509451787674016,-5.666948261548747,6.77027027027027,4.0,10.064622034392546,109.0,0.6929614207626649,7.0,443.0,250.0,1,dro_minimax_median,-4.837947490853411,-4.837947490853411,-5.666948261548747,10.064622034392546,109.0,0.6929614207626649,443.0,4.0,5.0,0.699,3142,0.12162162162162163,0.8783783783783784,True,COMPLETE
47,-2.567198241713633,0.541027764324915,0.008150985585184642,225,0.8425,"[-27.0, 0.0]",0.0,-27.0,0.8425,0.5,-2.567198241713633,-2.567198241713633,-2.567198241713633,-2.567198241713633,0.0,-3.7474299513922786,-3.7474299513922786,0.0,0.15749999999999997,-2.8528159489061657,0.9734968873223041,-3.7474299513922786,8.714285714285714,4.0,8.368496517935387,77.0,0.793523964641066,12.0,279.0,225.0,1,dro_minimax_median,-2.567198241713633,-2.567198241713633,-3.7474299513922786,8.368496517935387,77.0,0.793523964641066,279.0,4.0,7.0,0.8395,3142,0.24675324675324675,0.7532467532467533,True,COMPLETE
48,-3.265997575400931,0.5425401071297533,0.03395891083397925,275,0.7465,"[-51.0, 0.0]",0.0,-51.0,0.7465,0.5,-3.265997575400931,-3.265997575400931,-3.265997575400931,-3.265997575400931,0.0,-3.719186097484465,-3.719186097484465,0.0,0.25349999999999995,-5.582003407144005,-1.9064320091503273,-3.719186097484465,6.277777777777778,4.0,7.761197162982969,101.0,0.7482088416150784,9.0,387.0,275.0,1,dro_minimax_median,-3.265997575400931,-3.265997575400931,-3.719186097484465,7.761197162982969,101.0,0.7482088416150784,387.0,4.0,5.0,0.7415,3142,0.1111111111111111,0.8888888888888888,True,COMPLETE
49,-4.848058370649195,5.134752551743027,0.022175199600761336,375,0.7325,"[-64.0, 0.0]",0.0,-64.0,0.7325,0.5,-4.848058370649195,-4.848058370649195,-4.848058370649195,-4.848058370649195,0.0,-6.662847108984923,-6.662847108984923,0.0,0.26749999999999996,-6.0937991526570014,0.5963078443579869,-6.662847108984923,7.2631578947368425,4.0,8.066162041221236,114.0,0.6166620444666989,8.0,401.0,375.0,1,dro_minimax_median,-4.848058370649195,-4.848058370649195,-6.662847108984923,8.066162041221236,114.0,0.6166620444666989,401.0,4.0,6.0,0.7275,3142,0.17293233082706766,0.8270676691729323,True,COMPLETE
