z_window,set_name,algorithm,seed,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_val_full,mean_symbol_val_h1,mean_symbol_val_h2,median_symbol_val_full,median_symbol_val_h1,median_symbol_val_h2,median_symbol_per_symbol_min_half,median_exposure_bars_val,median_exposure_ratio_val,median_n_trade_events_val,mean_constraint_applied_ratio,mean_min_hold_ratio,mean_cooldown_ratio,mean_raw_executed_mismatch_ratio,mean_blocked_exit_ratio,mean_blocked_entry_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio
24,z24_a0p5_corr_pruned_top10,discounted_lints,1166,-5.219327498741535,0.5,-6.489320221341733,-7.822033088141286,-1.409349330940942,-6.489320221341733,-8.678073608024095,-0.684841554471527,-6.590316904164628,-6.590316904164628,1147.0,0.5735,374.0,0.19966666666666666,0.15783333333333335,0.041833333333333333,0.19966666666666666,0.15783333333333335,0.041833333333333333,0.38399999999999995,0.616,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1266,-4.497183243130573,0.5,-6.050066599142975,-5.9384004208334416,0.16146682490663458,-6.050066599142975,-6.102283121123008,-0.4406689664673835,-7.6209616091181935,-7.6209616091181935,1126.0,0.563,370.0,0.1875,0.14433333333333334,0.043166666666666666,0.1875,0.14433333333333334,0.043166666666666666,0.3758333333333333,0.6241666666666666,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1366,-4.249155495833682,0.5,-5.456684641003281,-6.064848402094133,-0.6265680603248835,-5.456684641003281,-6.401539948540047,-0.8051645612266012,-4.483542084045588,-4.483542084045588,1093.0,0.5465,387.0,0.18916666666666668,0.14383333333333334,0.04533333333333334,0.18916666666666668,0.14383333333333334,0.04533333333333334,0.37433333333333335,0.6256666666666667,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1466,-6.210207118337475,0.5,-7.583081918963097,-9.516357719340428,-2.0915827164606124,-7.583081918963097,-9.376185709450946,-2.31996711784922,-7.919100075041241,-7.919100075041241,1140.0,0.57,378.0,0.18483333333333332,0.142,0.042833333333333334,0.18483333333333332,0.142,0.042833333333333334,0.3781666666666667,0.6218333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1566,-5.091740038664136,0.5,-6.615168585544455,-7.068904722046876,-0.5214543980231764,-6.615168585544455,-5.593314642890379,-1.2758785174412979,-5.213890633940077,-5.213890633940077,1147.0,0.5735,384.0,0.2015,0.15666666666666665,0.044833333333333336,0.2015,0.15666666666666665,0.044833333333333336,0.3845,0.6155,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1666,-4.782793752953649,0.5,-5.412318841050866,-8.13827658249477,-2.894218488661996,-5.412318841050866,-7.834825425133629,-3.217870979964288,-3.6247001156747394,-4.368469218266613,1103.0,0.5515,369.0,0.19499999999999998,0.152,0.043000000000000003,0.19499999999999998,0.152,0.043000000000000003,0.37766666666666665,0.6223333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1766,-4.663666867793511,0.5,-5.086877359889093,-8.307354756877283,-3.3940353915067667,-5.086877359889093,-7.255995103665624,-3.841933753345206,-4.881721565803554,-4.881721565803554,1103.0,0.5515,384.0,0.19399999999999998,0.14733333333333334,0.04666666666666667,0.19399999999999998,0.14733333333333334,0.04666666666666667,0.3853333333333333,0.6146666666666667,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1866,-6.731692285717241,0.5,-7.979956867784341,-10.747041322687075,-2.98689853951594,-7.979956867784341,-11.952654497490334,-2.6414619776880643,-7.836262280560624,-7.836262280560624,1092.0,0.546,374.0,0.19916666666666663,0.15466666666666665,0.044500000000000005,0.19916666666666663,0.15466666666666665,0.044500000000000005,0.3828333333333333,0.6171666666666668,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,1966,-4.482759982211817,0.5,-6.4705867181380485,-5.088495837720264,1.4807202255668745,-6.4705867181380485,-5.78418749149151,0.28579720126622465,-6.6605154068650645,-6.6605154068650645,1153.0,0.5765,376.0,0.1875,0.14366666666666664,0.043833333333333335,0.1875,0.14366666666666664,0.043833333333333335,0.38066666666666665,0.6193333333333334,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2066,-6.458090029668678,0.5,-8.08679831872516,-9.54782038321504,-1.57196516249923,-8.08679831872516,-10.2293806563997,-1.950293871387776,-9.88431355541357,-9.88431355541357,1111.0,0.5555,359.0,0.18466666666666665,0.14266666666666666,0.042,0.18466666666666665,0.14266666666666666,0.042,0.37199999999999994,0.628,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2166,-5.582724573202476,0.5,-6.716283635855754,-8.768906077962413,-2.1820473852426434,-6.716283635855754,-8.95234083629286,-2.605061859340141,-6.517052218654163,-6.517052218654163,1113.0,0.5565,361.0,0.19566666666666666,0.151,0.04466666666666667,0.19566666666666666,0.151,0.04466666666666667,0.37883333333333336,0.6211666666666666,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2266,-4.318299149560604,0.5,-5.365277986267665,-6.487974975542643,-1.1773626394394203,-5.365277986267665,-5.072743308312344,-1.3452151392727707,-4.606267790805518,-4.606267790805518,1102.0,0.551,373.0,0.18966666666666665,0.14633333333333332,0.043333333333333335,0.18966666666666665,0.14633333333333332,0.043333333333333335,0.3758333333333333,0.6241666666666666,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2366,-5.22530048761803,0.5,-6.04232302476192,-8.706672541906956,-2.774232876186359,-6.04232302476192,-8.49815164651524,-3.2454047849667322,-5.385240721553575,-5.684514085355685,1143.0,0.5715,367.0,0.19516666666666668,0.15,0.04516666666666667,0.19516666666666668,0.15,0.04516666666666667,0.37966666666666665,0.6203333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2466,-4.745744864382888,0.5,-5.846192592901137,-7.217019099175878,-1.4444016788281406,-5.846192592901137,-4.935564100015966,-1.2281408282878492,-6.8091186053505615,-6.8091186053505615,1134.0,0.567,369.0,0.20666666666666667,0.16066666666666668,0.046000000000000006,0.20666666666666667,0.16066666666666668,0.046000000000000006,0.38599999999999995,0.614,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2566,-6.327692066536491,0.5,-7.9955927701354215,-9.214044931811236,-1.3239899557397017,-7.9955927701354215,-8.491375861902029,0.26750384133418237,-8.329953785145738,-8.329953785145738,1180.0,0.59,360.0,0.18900000000000003,0.14633333333333334,0.042666666666666665,0.18900000000000003,0.14633333333333334,0.042666666666666665,0.3836666666666666,0.6163333333333334,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2666,-6.497069278450297,0.5,-7.531378908330606,-10.654301141181639,-3.3941403888093675,-7.531378908330606,-8.310867654182076,-3.180981543985839,-5.5859946673028515,-5.5859946673028515,1108.0,0.554,366.0,0.1855,0.14316666666666666,0.042333333333333334,0.1855,0.14316666666666666,0.042333333333333334,0.371,0.629,1.0,0.995
24,z24_a0p5_corr_pruned_top10,discounted_lints,2766,-5.427847740021709,0.5,-6.859341152528441,-7.9089819259278356,-1.1333675025015106,-6.859341152528441,-7.12163310956978,-1.1397672493313582,-7.3276040089111145,-7.3276040089111145,1104.0,0.552,405.0,0.20766666666666667,0.15966666666666665,0.04800000000000001,0.20766666666666667,0.15966666666666665,0.04800000000000001,0.38600000000000007,0.614,1.0,0.995
