feature,entry_rank,entry_hie_norm,entry_p_value,entry_n_samples,entry_n_bins_used,entry_min_bin_size_used,entry_min_action_count_in_bin,entry_reason,exit_rank,exit_hie_norm,exit_p_value,exit_n_samples,exit_n_bins_used,exit_min_bin_size_used,exit_min_action_count_in_bin,exit_reason,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,union_rank,in_top_7,in_top_14,in_top_20,in_top_26
vol_expansion_24_log1p_z,49.0,0.0007386784870420104,0.03333333333333333,33984,15,2264,1132,ok,30.0,0.0007733809855238194,0.03333333333333333,33984,15,2264,1132,ok,30.0,39.5,0.0007733809855238194,0.03333333333333333,0,exit,40,False,False,False,False
ema_slope_100_z,31.0,0.0026693116392578764,0.0,33984,15,2264,1132,ok,39.0,4.58133781761072e-05,0.23333333333333334,33984,15,2264,1132,ok,31.0,35.0,0.0026693116392578764,0.0,0,entry,41,False,False,False,False
dist_to_low_168_sqrt_z,40.0,0.0014079382211552582,0.03333333333333333,33984,15,2264,1132,ok,31.0,0.000733967473865782,0.0,33984,15,2264,1132,ok,31.0,35.5,0.0014079382211552582,0.0,0,exit,42,False,False,False,False
ret_accel_72_168_z,32.0,0.002647613427967932,0.0,33984,15,2264,1132,ok,41.0,2.5738159478871925e-05,0.36666666666666664,33984,15,2264,1132,ok,32.0,36.5,0.002647613427967932,0.0,0,entry,43,False,False,False,False
MACD_hist_pct_z,46.0,0.0009938753085989571,0.0,33984,15,2264,1132,ok,32.0,0.0007325386565225078,0.0,33984,15,2264,1132,ok,32.0,39.0,0.0009938753085989571,0.0,0,exit,44,False,False,False,False
vol_ratio_72_log1p_z,48.0,0.0008139396557085288,0.0,33984,15,2264,1132,ok,33.0,0.0005470386754550249,0.0,33984,15,2264,1132,ok,33.0,40.5,0.0008139396557085288,0.0,0,exit,45,False,False,False,False
vol_ratio_24_log1p_z,35.0,0.001964604381954449,0.0,33984,15,2264,1132,ok,47.0,-8.36751114458023e-06,0.4666666666666667,33984,15,2264,1132,ok,35.0,41.0,0.001964604381954449,0.0,0,entry,46,False,False,False,False
log_ret_72_z,45.0,0.0010462277329145175,0.0,33984,15,2264,1132,ok,36.0,0.00022022683243300145,0.0,33984,15,2264,1132,ok,36.0,40.5,0.0010462277329145175,0.0,0,exit,47,False,False,False,False
price_pos_in_range_24_norm,37.0,0.0017695803463624316,0.0,33984,15,2264,1132,ok,46.0,-3.828300438268872e-06,0.5333333333333333,33984,15,2264,1132,ok,37.0,41.5,0.0017695803463624316,0.0,0,entry,48,False,False,False,False
log_ret_24_z,39.0,0.0015199810112417333,0.0,33984,15,2264,1132,ok,48.0,-1.3200194355855732e-05,0.6,33984,15,2264,1132,ok,39.0,43.5,0.0015199810112417333,0.0,0,entry,49,False,False,False,False
dist_ema_21_z,53.0,-5.03772508655409e-05,0.5666666666666667,33984,15,2264,1132,ok,40.0,2.7224295962413603e-05,0.36666666666666664,33984,15,2264,1132,ok,40.0,46.5,2.7224295962413603e-05,0.36666666666666664,0,exit,50,False,False,False,False
dist_ema_50_z,42.0,0.0011125914994046804,0.06666666666666667,33984,15,2264,1132,ok,52.0,-2.8747468921008767e-05,0.4666666666666667,33984,15,2264,1132,ok,42.0,47.0,0.0011125914994046804,0.06666666666666667,0,entry,51,False,False,False,False
log_ret_6_z,50.0,0.0006190253988658245,0.0,33984,15,2264,1132,ok,44.0,4.317188554869844e-06,0.4666666666666667,33984,15,2264,1132,ok,44.0,47.0,0.0006190253988658245,0.0,0,exit,52,False,False,False,False
ema_slope_9_z,47.0,0.000934234118707078,0.03333333333333333,33984,15,2264,1132,ok,53.0,-4.248003856860416e-05,0.5666666666666667,33984,15,2264,1132,ok,47.0,50.0,0.000934234118707078,0.03333333333333333,0,entry,53,False,False,False,False
dist_to_low_72_sqrt_z,51.0,0.00024891300679197315,0.06666666666666667,33984,15,2264,1132,ok,49.0,-1.6266722692948044e-05,0.7,33984,15,2264,1132,ok,49.0,50.0,0.00024891300679197315,0.06666666666666667,0,exit,54,False,False,False,False
