seed,n_symbols,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_h1_return_pct,mean_symbol_h2_return_pct,mean_symbol_full_return_pct,median_symbol_full_return_pct,median_drawdown_abs,max_drawdown_abs,median_profit_factor,total_trades,min_symbol_trades,mean_executed_action_1_ratio,mean_constraint_applied_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon,median_time_between_entries,trial_number,bandit_name,method_group,set_name,z_window
3142,3,-3.6705958843700373,0.5,-4.514436645451925,-1.139073601124374,-4.514436645451925,-5.56240903103861,-3.1374896097988714,7.270899065132685,12.616891877612634,0.8238197455523445,538,164,0.5543333333333335,0.3586666666666667,0.366,0.634,0.634,0.631,4.0,6.0109289617486334,4.0,6.0,0.8797814207650273,0.12021857923497267,9.0,2,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3143,3,-4.881324786738872,0.5,-5.950845376657483,-1.6727630169830363,-5.950845376657483,-7.521968200132046,-5.934686218258944,9.897336314909245,14.7908254310803,0.7423097200927771,548,177,0.556,0.3655,0.357,0.643,0.643,0.641,4.0,5.917098445595855,4.0,6.0,0.864406779661017,0.13559322033898305,8.0,2,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3144,3,-4.7336438644829935,0.5,-5.794973547721805,-1.5496548147665583,-5.794973547721805,-7.261902478716061,-6.662706618192749,8.561521674285055,12.525677023036108,0.6918630918363863,565,176,0.5565,0.377,0.372,0.628,0.628,0.6255,4.0,6.034090909090909,4.0,6.0,0.8817204301075269,0.11827956989247312,9.0,2,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3145,3,-4.0081786444697745,0.5,-4.791217849547591,-1.659061029236323,-4.791217849547591,-6.381967757277503,-5.508755607150173,7.995727476149916,12.267410553681923,0.7516353240026582,579,176,0.5673333333333334,0.3865,0.388,0.612,0.612,0.6095,4.0,5.814432989690721,4.0,5.0,0.8762886597938144,0.12371134020618557,8.0,2,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3146,3,-5.678648136860955,0.5,-6.967910109021628,-1.810862220378939,-6.967910109021628,-8.690529693059789,-8.873678237171978,11.589962459483694,12.246764721907844,0.6548129596425564,534,170,0.5441666666666666,0.3558333333333333,0.36,0.64,0.64,0.635,4.0,6.048913043478261,4.0,6.0,0.875,0.125,9.0,2,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3142,3,-2.62198824275963,0.5,-3.372282464970496,-0.3711055761270325,-3.372282464970496,-3.701903385634297,-2.5030671485766764,7.135216523734533,11.227211356507883,0.8170119252040862,449,147,0.5216666666666666,0.29983333333333334,0.2955,0.7045,0.7045,0.701,4.0,6.741496598639456,4.0,7.0,0.8299319727891157,0.17006802721088435,10.0,3,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3143,3,-3.8048235760063096,0.5,-4.296898317356746,-2.3285993519550003,-4.296898317356746,-6.498774881865507,-4.29737525211017,8.052647447109273,13.148526376731272,0.7057446596436288,507,155,0.5031666666666667,0.338,0.33599999999999997,0.664,0.664,0.662,4.0,6.032258064516129,4.0,6.0,0.875,0.125,8.0,3,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3144,3,-3.859829503109114,0.5,-4.846225731051546,-0.9006408192818173,-4.846225731051546,-5.702988685825805,-6.273012720644855,8.766881187574349,10.142949779439213,0.6213602854165594,460,148,0.5179999999999999,0.30683333333333335,0.29800000000000004,0.702,0.702,0.699,4.0,6.543624161073826,4.0,8.0,0.8187919463087249,0.18120805369127516,10.5,3,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3145,3,-3.4166291887190487,0.5,-4.411810823231096,-0.43108428518290703,-4.411810823231096,-4.794874661578475,-2.6813393374832795,9.60127345643469,11.565542648298333,0.7673126837862387,423,109,0.5220000000000001,0.2821666666666667,0.27849999999999997,0.7215,0.7215,0.717,4.0,7.568345323741007,4.0,9.0,0.7697841726618705,0.2302158273381295,10.0,3,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3146,3,-3.338315900573737,0.5,-3.8848023227876918,-1.698856633931874,-3.8848023227876918,-5.5141034805131595,-5.606108221170237,8.27553440940224,9.222404134037243,0.7049756953102714,410,132,0.5141666666666667,0.2731666666666667,0.27649999999999997,0.7235,0.7235,0.719,4.0,7.628571428571429,4.0,9.0,0.7575757575757576,0.24242424242424243,11.0,3,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
