feature,entry_rank,entry_hie_norm,entry_p_value,entry_n_samples,entry_n_bins_used,entry_min_bin_size_used,entry_min_action_count_in_bin,entry_reason,exit_rank,exit_hie_norm,exit_p_value,exit_n_samples,exit_n_bins_used,exit_min_bin_size_used,exit_min_action_count_in_bin,exit_reason,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,union_rank
RSI_72_bounded,10.0,0.009638011586522777,0.0,33636,15,2242,1121,ok,28.0,0.0018978451786060835,0.0,33636,15,2242,1121,ok,10.0,19.0,0.009638011586522777,0.0,1,entry,14
NATR_14_z,41.0,0.002441944535721774,0.0,33636,15,2242,1121,ok,10.0,0.006036357251611113,0.0,33636,15,2242,1121,ok,10.0,25.5,0.006036357251611113,0.0,1,exit,15
RSI_14_bounded,11.0,0.009050104810524373,0.0,33636,15,2242,1121,ok,17.0,0.004832208314076658,0.0,33636,15,2242,1121,ok,11.0,14.0,0.009050104810524373,0.0,1,entry,16
ema_slope_100_z,32.0,0.003884691257185491,0.0,33636,15,2242,1121,ok,11.0,0.005821575604122886,0.0,33636,15,2242,1121,ok,11.0,21.5,0.005821575604122886,0.0,1,exit,17
dist_ema_9_z,12.0,0.008708156218717567,0.0,33636,15,2242,1121,ok,23.0,0.002381794929316894,0.0,33636,15,2242,1121,ok,12.0,17.5,0.008708156218717567,0.0,1,entry,18
RSI_30_bounded,13.0,0.008618773759078824,0.0,33636,15,2242,1121,ok,33.0,0.0013113358340802184,0.0,33636,15,2242,1121,ok,13.0,23.0,0.008618773759078824,0.0,1,entry,19
log_ret_6_z,33.0,0.003800918303352163,0.0,33636,15,2242,1121,ok,13.0,0.005412071586683831,0.0,33636,15,2242,1121,ok,13.0,23.0,0.005412071586683831,0.0,1,exit,20
ret_accel_6_24_z,23.0,0.005180707068214385,0.0,33636,15,2242,1121,ok,14.0,0.005035542176220431,0.0,33636,15,2242,1121,ok,14.0,18.5,0.005180707068214385,0.0,1,exit,21
dist_ema_100_z,15.0,0.006159644867349212,0.0,33636,15,2242,1121,ok,34.0,0.0012065887515068097,0.0,33636,15,2242,1121,ok,15.0,24.5,0.006159644867349212,0.0,0,entry,22
ret_accel_24_72_z,16.0,0.006157726128383834,0.0,33636,15,2242,1121,ok,22.0,0.0030038817605479995,0.0,33636,15,2242,1121,ok,16.0,19.0,0.006157726128383834,0.0,0,entry,23
vol_expansion_168_log1p_z,17.0,0.006113809127744951,0.0,33636,15,2242,1121,ok,43.0,2.184830735396659e-05,0.26666666666666666,33636,15,2242,1121,ok,17.0,30.0,0.006113809127744951,0.0,0,entry,24
ema_slope_21_z,18.0,0.005985465484111274,0.0,33636,15,2242,1121,ok,29.0,0.001774370086467858,0.0,33636,15,2242,1121,ok,18.0,23.5,0.005985465484111274,0.0,0,entry,25
dist_to_low_168_sqrt_z,47.0,0.0013669221668873854,0.0,33636,15,2242,1121,ok,18.0,0.004419038729768399,0.0,33636,15,2242,1121,ok,18.0,32.5,0.004419038729768399,0.0,0,exit,26
ema_spread_9_21_z,19.0,0.005958779593372432,0.0,33636,15,2242,1121,ok,24.0,0.0023645236089946953,0.0,33636,15,2242,1121,ok,19.0,21.5,0.005958779593372432,0.0,0,entry,27
price_pos_in_range_72_norm,48.0,0.0013120708717080376,0.0,33636,15,2242,1121,ok,19.0,0.004171410105254791,0.0,33636,15,2242,1121,ok,19.0,33.5,0.004171410105254791,0.0,0,exit,28
vol_expansion_24_log1p_z,20.0,0.005893770109265062,0.0,33636,15,2242,1121,ok,41.0,0.0002738933114661557,0.0,33636,15,2242,1121,ok,20.0,30.5,0.005893770109265062,0.0,0,entry,29
MOM_pct_14_z,28.0,0.004569763578817887,0.0,33636,15,2242,1121,ok,20.0,0.003923179567595969,0.0,33636,15,2242,1121,ok,20.0,24.0,0.004569763578817887,0.0,0,exit,30
bb_width_20_sqrt_z,21.0,0.005427206351411806,0.0,33636,15,2242,1121,ok,35.0,0.001206218347159116,0.0,33636,15,2242,1121,ok,21.0,28.0,0.005427206351411806,0.0,0,entry,31
vol_expansion_72_log1p_z,22.0,0.0053045776926353705,0.0,33636,15,2242,1121,ok,42.0,6.948462471478845e-05,0.2,33636,15,2242,1121,ok,22.0,32.0,0.0053045776926353705,0.0,0,entry,32
bb_pos_20_norm,26.0,0.004827245842569772,0.0,33636,15,2242,1121,ok,25.0,0.0023498460693908707,0.0,33636,15,2242,1121,ok,25.0,25.5,0.004827245842569772,0.0,0,exit,33
price_pos_in_range_168_norm,35.0,0.0032537764340528907,0.0,33636,15,2242,1121,ok,26.0,0.0022965485836723976,0.0,33636,15,2242,1121,ok,26.0,30.5,0.0032537764340528907,0.0,0,exit,34
range_sqrt_z,27.0,0.004745146316918691,0.0,33636,15,2242,1121,ok,51.0,-8.91728154911453e-06,0.4666666666666667,33636,15,2242,1121,ok,27.0,39.0,0.004745146316918691,0.0,0,entry,35
ema_slope_9_z,31.0,0.00415564859483275,0.0,33636,15,2242,1121,ok,27.0,0.002022582143350826,0.0,33636,15,2242,1121,ok,27.0,29.0,0.00415564859483275,0.0,0,exit,36
body_sqrt_z,29.0,0.004558108400599115,0.0,33636,15,2242,1121,ok,36.0,0.001045530706465736,0.0,33636,15,2242,1121,ok,29.0,32.5,0.004558108400599115,0.0,0,entry,37
volatility_24_sqrt_z,30.0,0.004226841622430477,0.0,33636,15,2242,1121,ok,47.0,-1.7037131614938694e-06,0.5,33636,15,2242,1121,ok,30.0,38.5,0.004226841622430477,0.0,0,entry,38
dist_to_high_24_sqrt_z,51.0,0.00061918282347595,0.03333333333333333,33636,15,2242,1121,ok,30.0,0.0017215319110983618,0.0,33636,15,2242,1121,ok,30.0,40.5,0.0017215319110983618,0.0,0,exit,39
MACD_hist_pct_z,39.0,0.0026059552215303983,0.0,33636,15,2242,1121,ok,31.0,0.001717239209622523,0.0,33636,15,2242,1121,ok,31.0,35.0,0.0026059552215303983,0.0,0,exit,40
ADX_14_scaled,36.0,0.0031109165209233236,0.0,33636,15,2242,1121,ok,32.0,0.0015707495037038943,0.0,33636,15,2242,1121,ok,32.0,34.0,0.0031109165209233236,0.0,0,exit,41
dist_ema_21_z,34.0,0.0035309354480067556,0.0,33636,15,2242,1121,ok,38.0,0.0008617992983074307,0.03333333333333333,33636,15,2242,1121,ok,34.0,36.0,0.0035309354480067556,0.0,0,entry,42
dist_ema_50_z,37.0,0.002920144373776856,0.0,33636,15,2242,1121,ok,39.0,0.0005180875318913647,0.0,33636,15,2242,1121,ok,37.0,38.0,0.002920144373776856,0.0,0,entry,43
log_ret_168_z,45.0,0.0019402555926286702,0.0,33636,15,2242,1121,ok,37.0,0.0010145803963282907,0.0,33636,15,2242,1121,ok,37.0,41.0,0.0019402555926286702,0.0,0,exit,44
vol_ratio_24_log1p_z,40.0,0.002558095464957999,0.0,33636,15,2242,1121,ok,46.0,-1.0106840594992228e-06,0.5333333333333333,33636,15,2242,1121,ok,40.0,43.0,0.002558095464957999,0.0,0,entry,45
ema_slope_50_z,46.0,0.0014457671242448233,0.0,33636,15,2242,1121,ok,40.0,0.00046125654438367025,0.0,33636,15,2242,1121,ok,40.0,43.0,0.0014457671242448233,0.0,0,exit,46
vol_ratio_72_log1p_z,42.0,0.002353413236319213,0.0,33636,15,2242,1121,ok,49.0,-6.200248345411552e-06,0.5,33636,15,2242,1121,ok,42.0,45.5,0.002353413236319213,0.0,0,entry,47
price_pos_in_range_24_norm,43.0,0.002202107940152076,0.0,33636,15,2242,1121,ok,54.0,-3.743011590290335e-05,0.6,33636,15,2242,1121,ok,43.0,48.5,0.002202107940152076,0.0,0,entry,48
vol_ratio_168_log1p_z,44.0,0.002046328534567654,0.0,33636,15,2242,1121,ok,48.0,-5.730246905533143e-06,0.5333333333333333,33636,15,2242,1121,ok,44.0,46.0,0.002046328534567654,0.0,0,entry,49
MOM_pct_30_z,54.0,-0.00010232641535690146,0.6,33636,15,2242,1121,ok,44.0,1.4087501675641434e-05,0.5,33636,15,2242,1121,ok,44.0,49.0,1.4087501675641434e-05,0.5,0,exit,50
log_ret_72_z,53.0,-1.3920779927012461e-05,0.36666666666666664,33636,15,2242,1121,ok,45.0,6.862761983694732e-07,0.6,33636,15,2242,1121,ok,45.0,49.0,6.862761983694732e-07,0.36666666666666664,0,exit,51
MOM_pct_72_z,49.0,0.0009585467551747051,0.0,33636,15,2242,1121,ok,53.0,-1.993483558160314e-05,0.6,33636,15,2242,1121,ok,49.0,51.0,0.0009585467551747051,0.0,0,entry,52
log_ret_24_z,50.0,0.0008868130739179136,0.0,33636,15,2242,1121,ok,52.0,-1.3170908931547931e-05,0.5333333333333333,33636,15,2242,1121,ok,50.0,51.0,0.0008868130739179136,0.0,0,entry,53
dist_to_high_72_sqrt_z,52.0,0.0004282915055723313,0.03333333333333333,33636,15,2242,1121,ok,50.0,-7.266017939211444e-06,0.4,33636,15,2242,1121,ok,50.0,51.0,0.0004282915055723313,0.03333333333333333,0,exit,54
