feature,entry_rank,entry_hie_norm,entry_p_value,entry_n_samples,entry_n_bins_used,entry_min_bin_size_used,entry_min_action_count_in_bin,entry_reason,exit_rank,exit_hie_norm,exit_p_value,exit_n_samples,exit_n_bins_used,exit_min_bin_size_used,exit_min_action_count_in_bin,exit_reason,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,union_rank
log_ret_24_z,10.0,0.007631727377433006,0.0,33780,15,2252,1126,ok,13.0,0.0037359299141893065,0.0,33780,15,2252,1126,ok,10.0,11.5,0.007631727377433006,0.0,2,entry,15
dist_ema_50_z,11.0,0.007135089509400894,0.0,33780,15,2252,1126,ok,30.0,0.00089130835489587,0.0,33780,15,2252,1126,ok,11.0,20.5,0.007135089509400894,0.0,1,entry,16
price_pos_in_range_72_norm,45.0,0.0014882244027496494,0.0,33780,15,2250,1125,ok,11.0,0.004469907643864901,0.0,33780,15,2250,1125,ok,11.0,28.0,0.004469907643864901,0.0,1,exit,17
dist_to_low_24_sqrt_z,12.0,0.007131679845774563,0.0,33780,15,2252,1126,ok,19.0,0.002536473100805847,0.0,33780,15,2252,1126,ok,12.0,15.5,0.007131679845774563,0.0,1,entry,18
ema_slope_200_z,32.0,0.0033537912776067103,0.0,33780,15,2252,1126,ok,12.0,0.004222936604262484,0.0,33780,15,2252,1126,ok,12.0,22.0,0.004222936604262484,0.0,1,exit,19
MOM_pct_14_z,13.0,0.006057885970553234,0.0,33780,15,2252,1126,ok,25.0,0.0019870158980468955,0.0,33780,15,2252,1126,ok,13.0,19.0,0.006057885970553234,0.0,1,entry,20
dist_ema_100_z,14.0,0.0060397587580410805,0.0,33780,15,2252,1126,ok,20.0,0.0025101294147553688,0.0,33780,15,2252,1126,ok,14.0,17.0,0.0060397587580410805,0.0,1,entry,21
dist_ema_200_z,15.0,0.005936362357181979,0.0,33780,15,2252,1126,ok,18.0,0.002650752074906837,0.0,33780,15,2252,1126,ok,15.0,16.5,0.005936362357181979,0.0,0,entry,22
ret_accel_6_24_z,16.0,0.005905398243559401,0.0,33780,15,2252,1126,ok,24.0,0.0020671528483736656,0.0,33780,15,2252,1126,ok,16.0,20.0,0.005905398243559401,0.0,0,entry,23
bb_pos_20_norm,24.0,0.004463871432323296,0.0,33780,15,2252,1126,ok,16.0,0.002866134936357345,0.0,33780,15,2252,1126,ok,16.0,20.0,0.004463871432323296,0.0,0,exit,24
range_sqrt_z,17.0,0.0058335735648396,0.0,33780,15,2252,1126,ok,50.0,3.99157339203704e-06,0.43333333333333335,33780,15,2252,1126,ok,17.0,33.5,0.0058335735648396,0.0,0,entry,25
ema_spread_21_50_z,39.0,0.0027070850312727046,0.0,33780,15,2252,1126,ok,17.0,0.0027296858996190276,0.0,33780,15,2252,1126,ok,17.0,28.0,0.0027296858996190276,0.0,0,exit,26
ema_slope_100_z,18.0,0.005399711246391492,0.0,33780,15,2252,1126,ok,41.0,0.0001780639729170863,0.0,33780,15,2252,1126,ok,18.0,29.5,0.005399711246391492,0.0,0,entry,27
dist_to_high_168_sqrt_z,19.0,0.005332590181873709,0.0,33780,15,2252,1126,ok,28.0,0.001496169924583124,0.0,33780,15,2252,1126,ok,19.0,23.5,0.005332590181873709,0.0,0,entry,28
log_ret_72_z,20.0,0.005228942930655234,0.0,33780,15,2252,1126,ok,54.0,-8.420457981439533e-06,0.5666666666666667,33780,15,2252,1126,ok,20.0,37.0,0.005228942930655234,0.0,0,entry,29
ema_slope_9_z,21.0,0.004819267947699268,0.0,33780,15,2252,1126,ok,48.0,6.742333973741577e-06,0.43333333333333335,33780,15,2252,1126,ok,21.0,34.5,0.004819267947699268,0.0,0,entry,30
price_pos_in_range_168_norm,28.0,0.0035804111580191034,0.0,33780,15,2250,1125,ok,21.0,0.002471148418084934,0.0,33780,15,2250,1125,ok,21.0,24.5,0.0035804111580191034,0.0,0,exit,31
vol_expansion_72_log1p_z,22.0,0.004536725377567663,0.0,33780,15,2252,1126,ok,39.0,0.00019497344174496112,0.0,33780,15,2252,1126,ok,22.0,30.5,0.004536725377567663,0.0,0,entry,32
ADX_14_scaled,33.0,0.003202259757727477,0.0,33780,15,2252,1126,ok,22.0,0.002396516656078873,0.0,33780,15,2252,1126,ok,22.0,27.5,0.003202259757727477,0.0,0,exit,33
MACD_hist_pct_z,23.0,0.004524548860515454,0.0,33780,15,2252,1126,ok,34.0,0.0005414051657761654,0.0,33780,15,2252,1126,ok,23.0,28.5,0.004524548860515454,0.0,0,entry,34
dist_to_high_72_sqrt_z,47.0,0.0010987689363604058,0.03333333333333333,33780,15,2252,1126,ok,23.0,0.0020842883817721036,0.0,33780,15,2252,1126,ok,23.0,35.0,0.0020842883817721036,0.0,0,exit,35
vol_expansion_168_log1p_z,25.0,0.00403943745332036,0.0,33780,15,2252,1126,ok,46.0,1.0524274692003122e-05,0.43333333333333335,33780,15,2252,1126,ok,25.0,35.5,0.00403943745332036,0.0,0,entry,36
MOM_pct_72_z,26.0,0.003897469075383242,0.0,33780,15,2252,1126,ok,51.0,1.6708410793264683e-06,0.5333333333333333,33780,15,2252,1126,ok,26.0,38.5,0.003897469075383242,0.0,0,entry,37
body_sqrt_z,27.0,0.0037736136035994017,0.0,33780,15,2252,1126,ok,32.0,0.0006604241426817481,0.0,33780,15,2252,1126,ok,27.0,29.5,0.0037736136035994017,0.0,0,entry,38
ema_slope_21_z,29.0,0.003440755402224216,0.0,33780,15,2252,1126,ok,40.0,0.00018347379017191745,0.0,33780,15,2252,1126,ok,29.0,34.5,0.003440755402224216,0.0,0,entry,39
vol_ratio_24_log1p_z,46.0,0.0014108598893031177,0.0,33780,15,2252,1126,ok,29.0,0.0012273267198343873,0.0,33780,15,2252,1126,ok,29.0,37.5,0.0014108598893031177,0.0,0,exit,40
ema_slope_50_z,30.0,0.0034044593229028974,0.0,33780,15,2252,1126,ok,42.0,0.0001736638367605403,0.0,33780,15,2252,1126,ok,30.0,36.0,0.0034044593229028974,0.0,0,entry,41
log_ret_6_z,52.0,0.00027250271996170916,0.03333333333333333,33780,15,2252,1126,ok,31.0,0.0007694736038688088,0.0,33780,15,2252,1126,ok,31.0,41.5,0.0007694736038688088,0.0,0,exit,42
vol_ratio_168_log1p_z,38.0,0.002750594850948973,0.0,33780,15,2252,1126,ok,33.0,0.0006582144765181486,0.0,33780,15,2252,1126,ok,33.0,35.5,0.002750594850948973,0.0,0,exit,43
dist_ema_9_z,35.0,0.0031238363663121937,0.0,33780,15,2252,1126,ok,35.0,0.0004698184282556639,0.06666666666666667,33780,15,2252,1126,ok,35.0,35.0,0.0031238363663121937,0.0,0,both_tie,44
ema_spread_9_21_z,37.0,0.002806915828361456,0.0,33780,15,2252,1126,ok,36.0,0.00044963381159707216,0.0,33780,15,2252,1126,ok,36.0,36.5,0.002806915828361456,0.0,0,exit,45
dist_to_low_72_sqrt_z,54.0,0.00022773476983573016,0.03333333333333333,33780,15,2252,1126,ok,37.0,0.0004436940716323612,0.03333333333333333,33780,15,2252,1126,ok,37.0,45.5,0.0004436940716323612,0.03333333333333333,0,exit,46
vol_ratio_72_log1p_z,40.0,0.002301382972030086,0.0,33780,15,2252,1126,ok,38.0,0.00044075976452551124,0.0,33780,15,2252,1126,ok,38.0,39.0,0.002301382972030086,0.0,0,exit,47
dist_to_high_24_sqrt_z,41.0,0.00217092185551937,0.0,33780,15,2252,1126,ok,47.0,6.768058274542188e-06,0.43333333333333335,33780,15,2252,1126,ok,41.0,44.0,0.00217092185551937,0.0,0,entry,48
dist_ema_21_z,42.0,0.0019395958982980632,0.0,33780,15,2252,1126,ok,49.0,4.177267745819613e-06,0.4666666666666667,33780,15,2252,1126,ok,42.0,45.5,0.0019395958982980632,0.0,0,entry,49
log_ret_168_z,50.0,0.00042563798856187773,0.06666666666666667,33780,15,2252,1126,ok,43.0,1.883940228664116e-05,0.3333333333333333,33780,15,2252,1126,ok,43.0,46.5,0.00042563798856187773,0.06666666666666667,0,exit,50
price_pos_in_range_24_norm,44.0,0.0017899986891560804,0.0,33780,15,2252,1126,ok,45.0,1.3093708127631665e-05,0.5666666666666667,33780,15,2252,1126,ok,44.0,44.5,0.0017899986891560804,0.0,0,entry,51
dist_to_low_168_sqrt_z,48.0,0.0009429235869528041,0.0,33780,15,2252,1126,ok,44.0,1.749049388993784e-05,0.43333333333333335,33780,15,2252,1126,ok,44.0,46.0,0.0009429235869528041,0.0,0,exit,52
MOM_pct_30_z,49.0,0.0007064762377573253,0.0,33780,15,2252,1126,ok,53.0,-5.373447702350376e-06,0.4666666666666667,33780,15,2252,1126,ok,49.0,51.0,0.0007064762377573253,0.0,0,entry,53
vol_expansion_24_log1p_z,53.0,0.00023218703444349842,0.03333333333333333,33780,15,2252,1126,ok,52.0,-4.608827257002179e-06,0.4666666666666667,33780,15,2252,1126,ok,52.0,52.5,0.00023218703444349842,0.03333333333333333,0,exit,54
