bandit_name,method_group,set_name,confirmation_rank_from_optuna,original_trial_number,confirmation_seed,symbol,mode,start_value,end_value,return_pct,max_drawdown_pct,drawdown_abs,raw_action_1_ratio,executed_action_1_ratio,executed_action_1,raw_action_1,n_decisions,trade_events,turnover,threshold_applied_ratio,constraint_applied_ratio,abs_edge_mean,abs_edge_p50,uncertainty_0_mean,uncertainty_1_mean,n_reward_updates,mean_reward_update,std_reward_update,reward_abs_p95,trades,win_rate,mean_trade_pnl,median_trade_pnl,total_trade_pnl,profit_factor,source_mode,period_start_idx,period_end_idx_exclusive,period_start_timestamp,period_end_timestamp
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,ETHUSDT,val_first,100.0,95.99606327380157,-4.0039367261984316,-6.04480979929013,6.04480979929013,0.422,0.476,476,422,1000,106,0.106,0.079,0.085,0.019715705753479865,0.014972509466464869,0.30057560903070657,0.32364266711668144,990,-0.0021232838361188006,0.03321066822666871,0.07457823894926073,53,0.5283018867924528,-0.008612157666349582,0.0015263111128172762,-0.4564443563165278,0.5301621933333357,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,ETHUSDT,val_second,95.99606327380157,95.28893137468467,-0.7366259354823823,-6.752885862586688,6.752885862586688,0.395,0.44,440,395,1000,95,0.095,0.079,0.094,0.021333982965550065,0.015717203116220463,0.2819019679767309,0.33593585442542917,1000,0.00013311125505577847,0.04254536851396092,0.0855897254213974,47,0.425531914893617,-0.0033375705237958533,-0.0042389396916405215,-0.1568658146184051,0.8349645871082316,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,SOLUSDT,train,100.0,75.1254318764648,-24.8745681235352,-26.158011604997732,26.158011604997732,0.4246356203341628,0.47653750444365445,2681,2389,5626,509,0.09047280483469605,0.05456807678634909,0.07767507998578031,0.029688614592735616,0.022370122957201866,0.3071973292383887,0.3484908801574406,5616,-0.003667985797709968,0.05625712281680794,0.11024964747057071,254,0.42913385826771655,-0.014274461219498016,-0.007159210604333256,-3.625713149752496,0.5521609376771207,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,SOLUSDT,val,99.9500625,102.28524024844018,2.33634446045512,-6.901241127500857,6.901241127500857,0.4035,0.451,902,807,2000,164,0.082,0.053,0.0695,0.03005970706268907,0.023205567724099357,0.29171105596160635,0.34174404292552324,1990,-0.001761797700138513,0.044874714593035374,0.09897609651629559,82,0.5487804878048781,0.0007585890231016773,0.0014377150252027101,0.06220429989433754,1.0340586457954148,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,SOLUSDT,val_first,99.9500625,103.33324130664234,3.38486912566196,-3.985353454941132,3.985353454941132,0.416,0.477,477,416,1000,102,0.102,0.054,0.099,0.02586167622077343,0.019998033898456412,0.27697544766421145,0.3477984323046928,990,-0.0029729666007800026,0.04249987174384773,0.0958012952179875,51,0.5490196078431373,0.004448739442707141,0.0008756542076527639,0.2268857115780642,1.2394193110392184,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,SOLUSDT,val_second,103.33324130664234,102.28524024844018,-1.0141954756768046,-6.0494685762681355,6.0494685762681355,0.391,0.425,425,391,1000,62,0.062,0.052,0.04,0.03425773790460471,0.02722247549956433,0.30644666425900124,0.3356896535463536,1000,-0.0005627404885034397,0.04709869105441795,0.10088592233941808,31,0.5483870967741935,-0.005312303602700857,0.005176964073912758,-0.16468141168372658,0.8125932595495116,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,XRPUSDT,train,99.9500625,92.85619612136293,-7.09741064807946,-11.292188945112724,11.292188945112724,0.42747955918947744,0.46978314966228224,2643,2405,5626,457,0.08123000355492357,0.07252044081052257,0.067543547813722,0.022742053555546236,0.0171900709048159,0.3042441810650249,0.34927465019705417,5616,-0.0019584703265861374,0.036004160674085094,0.06774375856596751,228,0.4605263157894737,-0.004973365463479054,-0.002142259133497748,-1.1339273256732243,0.7379639506187528,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,XRPUSDT,val,100.0,111.00772253577082,11.007722535770824,-4.1878212710233065,4.1878212710233065,0.426,0.482,964,852,2000,183,0.0915,0.0565,0.0855,0.029764476243891207,0.02137079703562513,0.30327471404717715,0.3398542136235566,1990,-0.0020525525478403547,0.052855902884212456,0.10501485203964031,91,0.4725274725274725,0.007040736117500286,-0.0028006266951067006,0.640706986692526,1.3726698118438931,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,XRPUSDT,val_first,100.0,110.04810499030226,10.048104990302264,-3.470087252977727,3.470087252977727,0.535,0.563,563,535,1000,60,0.06,0.059,0.027,0.02997487173048001,0.021735712180231827,0.3315779455071222,0.32507897056853485,990,0.001834760667608084,0.062328806138449065,0.13125016309983675,30,0.5,0.02020198285227559,0.00010099719560370058,0.6060594855682677,1.970206614353,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8000,XRPUSDT,val_second,110.04810499030226,111.00772253577082,0.8719982461789177,-3.744116501788808,3.744116501788808,0.317,0.401,401,317,1000,123,0.123,0.054,0.144,0.0295540807573024,0.021021574478519333,0.27497148258723214,0.3546294566785784,1000,-0.005900992631134308,0.04106739926795756,0.08896448004524495,61,0.45901639344262296,0.000567991821709156,-0.003258226528771363,0.03464750112425852,1.0316541437484799,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,BTCUSDT,train,99.9500625,99.84163183710312,-0.1084848375126124,-6.431028615512668,6.431028615512668,0.45822964806256666,0.4966228226093139,2794,2578,5626,438,0.07785282616423747,0.08691788126555279,0.04781372200497689,0.01945342268457563,0.014752737437484096,0.31484193690559115,0.34499060618240773,5616,-0.0009467700321995906,0.027974451872720935,0.05661059898485134,219,0.4337899543378995,-0.0009094838594819989,-0.0030733808829894434,-0.19917696522655776,0.9329513955555796,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,BTCUSDT,val,100.0,99.1196802132964,-0.8803197867035983,-4.8664679006515605,4.8664679006515605,0.445,0.4725,945,890,2000,149,0.0745,0.0885,0.046,0.017234750504533835,0.013448562544598829,0.3002072446500166,0.33221825259183846,1990,-0.0006401822596818135,0.025422899870123177,0.05371763448318403,74,0.4864864864864865,-0.0013789878207005688,-0.00020651423790066584,-0.1020450987318421,0.8973186332547941,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,BTCUSDT,val_first,100.0,97.40210997196377,-2.5978900280362316,-4.8664679006515605,4.8664679006515605,0.449,0.477,477,449,1000,72,0.072,0.079,0.045,0.018358533980064082,0.014922216464691166,0.289837332729141,0.34332314314759343,990,-0.0012776809340533176,0.02712366048282505,0.05677768378604812,36,0.3611111111111111,-0.007991125813936784,-0.013786936865502544,-0.2876805293017242,0.5594642329022289,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,BTCUSDT,val_second,97.35346979329651,99.1196802132964,1.8142244172189903,-1.9529975952136236,1.9529975952136236,0.441,0.468,468,441,1000,77,0.077,0.098,0.047,0.01611096702900359,0.012328768791365567,0.31057715657089213,0.32111336203608354,1000,-9.058572054023772e-06,0.02361556298585476,0.05012521349002348,38,0.6052631578947368,0.004885142909733742,0.0034849427205687284,0.1856354305698822,1.544738079598238,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,DOGEUSDT,train,100.0,78.46860038778881,-21.53139961221119,-21.855049988029783,21.855049988029783,0.4457874155705652,0.5012442232492001,2820,2508,5626,487,0.08656238890863846,0.06256665481692143,0.08318521151795237,0.02454854608576207,0.018109627287546073,0.31885970406724534,0.3418522039862279,5616,-0.003546184813748362,0.043033947713263875,0.09017694468581675,243,0.43209876543209874,-0.011538416325002937,-0.0061648748631465584,-2.8038351669757136,0.5379946455331455,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,DOGEUSDT,val,99.9500625,100.78358508949492,0.8339390378019118,-9.303978201160568,9.303978201160568,0.4025,0.4605,921,805,2000,183,0.0915,0.0375,0.1055,0.029688252221825473,0.02465197058890864,0.3005033301164333,0.3408752267412565,1990,-0.001303196276953458,0.05215605556806104,0.11426830180774236,91,0.46153846153846156,-0.0013192452022887675,-0.0027655268765538967,-0.12005131340827785,0.9457153073545541,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,DOGEUSDT,val_first,99.9500625,101.726649266101,1.7774743923756997,-4.41338628185568,4.41338628185568,0.462,0.52,520,462,1000,91,0.091,0.043,0.095,0.02907852836903044,0.023825493004741315,0.318120017885529,0.3307625446457572,990,-0.0017191674853505232,0.05431471361605238,0.12225287586394641,45,0.4444444444444444,0.002000247730269541,-0.003541058708908991,0.09001114786212935,1.1074173219959311,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,1,19,8001,DOGEUSDT,val_second,101.60779690677217,100.78358508949492,-0.8111698534645773,-6.80417996196685,6.80417996196685,0.343,0.401,401,343,1000,92,0.092,0.032,0.116,0.0302979760746205,0.02532058468483293,0.2828866423473377,0.35098790883675585,1000,-0.0008913847806403625,0.04995100134687381,0.11247690557188397,46,0.4782608695652174,-0.004566575245008855,-0.0011756363908334213,-0.21006246127040734,0.8470666606274168,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
