feature,count,mean,std,min,1%,5%,50%,95%,99%,max,missing_ratio,zero_std,symbol,z_window
ema_slope_200_z,5577.0,0.023313120003363535,1.4361278928125747,-4.828116941246867,-2.9419032605004714,-2.100198046479483,-0.1271198889018237,2.38448564712348,3.2167795125944676,5.0,0.0,False,SOLUSDT,96
ema_spread_9_21_z,5577.0,0.0035369763854419794,1.2497592745916712,-5.0,-3.295761207002121,-1.9264602869280776,-0.05144620464165747,1.9932405994170888,3.18584314965489,4.720269443947603,0.0,False,SOLUSDT,96
ema_spread_21_50_z,5577.0,0.007941638953694333,1.423383502175513,-5.0,-3.0518412257214713,-2.1771839520372755,-0.01352076118517573,2.2945529494274166,3.188780278815182,4.399975464802343,0.0,False,SOLUSDT,96
ema_spread_50_100_z,5577.0,0.005066629139802355,1.5679437350112169,-3.9321987005158676,-3.032477015917314,-2.305506463736419,-0.06723511355802826,2.394683682159178,3.017354170909625,5.0,0.0,False,SOLUSDT,96
ema_spread_100_200_z,5577.0,-0.024048604764249835,1.7097047237626912,-3.584453099627397,-2.886486771431774,-2.4263112811379206,-0.10887865033653375,2.5102089741222517,3.3749376909976307,5.0,0.0,False,SOLUSDT,96
MOM_pct_14_z,5577.0,-0.0034960456067749455,1.1516879734266225,-5.0,-3.187003129321094,-1.889022031368385,0.012134685166344326,1.8159912419934707,2.7640281713300388,4.70539709786857,0.0,False,SOLUSDT,96
ADX_14_scaled,5577.0,0.1357896615367586,0.4319841938590362,-0.6710692861743368,-0.573688081353703,-0.4433903809033182,0.07708928767886533,0.9845759215000721,1.2647472130164794,1.6296721088323165,0.0,False,SOLUSDT,96
RSI_14_bounded,5577.0,-0.008040009859131357,0.24889963377235047,-0.7631084173204505,-0.547497840257401,-0.39011182890253954,-0.023919478942048045,0.4139252385101195,0.5974047481598108,0.7917764720247353,0.0,False,SOLUSDT,96
MOM_pct_30_z,5577.0,-0.013351390437770602,1.2496177741284828,-5.0,-3.145477321331931,-2.093924671361082,0.023119928825856256,1.9221083331421607,2.7996556744147925,4.3526770521088896,0.0,False,SOLUSDT,96
ADX_30_scaled,5577.0,-0.17657819752565126,0.361684241798622,-0.8039192695234668,-0.7175085504518672,-0.6336051427664254,-0.2602880300787102,0.5985846038234701,0.7593055624704337,0.9708088956095713,0.0,False,SOLUSDT,96
RSI_30_bounded,5577.0,-0.006228343658045285,0.17792260904957738,-0.5858994986536321,-0.3795088340088572,-0.27754046840476454,-0.018210076455138023,0.3067835431163351,0.4401136729791642,0.6395975199693237,0.0,False,SOLUSDT,96
