z_window,sample,alpha_out,top_k,feature,union_rank,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,entry_rank,exit_rank,entry_hie_norm,exit_hie_norm
96,early_train,0.5,20,log_ret_72_z,6,4.0,4.5,0.02351305522413094,0.0,2,entry,4.0,5.0,0.003975241987048461,0.02351305522413094
96,early_train,0.5,20,RSI_30_bounded,7,5.0,12.0,0.013871979830143766,0.0,1,entry,5.0,19.0,0.0036804036857334133,0.013871979830143766
96,early_train,0.5,20,dist_to_high_24_sqrt_z,8,6.0,17.5,0.008586822651905357,0.0,1,entry,6.0,29.0,0.0034311210548342297,0.008586822651905357
96,early_train,0.5,20,MACD_hist_pct_z,9,7.0,9.5,0.020500876123169698,0.0,2,exit,12.0,7.0,0.002146773814661218,0.020500876123169698
96,early_train,0.5,20,ret_accel_24_72_z,10,7.0,13.5,0.012975751226591059,0.0,1,entry,7.0,20.0,0.003014429600183388,0.012975751226591059
96,early_train,0.5,20,dist_ema_100_z,11,8.0,10.5,0.019406805724023868,0.0,2,exit,13.0,8.0,0.0019448367274178535,0.019406805724023868
96,early_train,0.5,20,volatility_168_sqrt_z,12,9.0,10.0,0.01677506407099516,0.0,2,entry,9.0,11.0,0.002894412895759424,0.01677506407099516
96,early_train,0.5,20,ema_slope_100_z,13,9.0,15.5,0.019341013692201203,0.0,1,exit,22.0,9.0,0.0007580521769948723,0.019341013692201203
96,early_train,0.5,20,price_pos_in_range_72_norm,14,10.0,15.5,0.01818476095371946,0.0,1,exit,21.0,10.0,0.0008873558968574002,0.01818476095371946
96,early_train,0.5,20,ADX_30_scaled,15,11.0,14.5,0.014264936860977462,0.0,1,entry,11.0,18.0,0.0021549493632476713,0.014264936860977462
96,early_train,0.5,20,ema_slope_200_z,16,12.0,16.0,0.01652039856205262,0.0,1,exit,20.0,12.0,0.0010605060975752423,0.01652039856205262
96,early_train,0.5,20,ema_slope_50_z,17,13.0,13.5,0.016064858101595136,0.0,2,exit,14.0,13.0,0.0018299580791469872,0.016064858101595136
96,early_train,0.5,20,ema_spread_21_50_z,18,14.0,20.0,0.0160543741525197,0.0,1,exit,26.0,14.0,0.0004168543278169068,0.0160543741525197
96,early_train,0.5,20,MOM_pct_14_z,19,15.0,21.0,0.01582463879325635,0.0,0,exit,27.0,15.0,0.00033206618303971425,0.01582463879325635
96,early_train,0.5,20,volatility_24_sqrt_z,20,15.0,20.5,0.010844091137815759,0.0,0,entry,15.0,26.0,0.001626358999909927,0.010844091137815759
96,early_train,0.5,26,ret_accel_72_168_z,1,1.0,1.0,0.04542998960560557,0.0,2,both_tie,1.0,1.0,0.014102069274165796,0.04542998960560557
96,early_train,0.5,26,dist_to_high_168_sqrt_z,2,2.0,6.0,0.023895171992174224,0.0,2,exit,10.0,2.0,0.0027028166431251055,0.023895171992174224
96,early_train,0.5,26,ADX_72_scaled,3,2.0,2.5,0.023729610111712596,0.0,2,entry,2.0,3.0,0.007001443797722051,0.023729610111712596
96,early_train,0.5,26,bb_width_20_sqrt_z,4,3.0,4.5,0.022348181578765614,0.0,2,entry,3.0,6.0,0.0059096175279792496,0.022348181578765614
96,early_train,0.5,26,MOM_pct_72_z,5,4.0,6.0,0.02359457316385638,0.0,2,exit,8.0,4.0,0.002909497436696662,0.02359457316385638
96,early_train,0.5,26,log_ret_72_z,6,4.0,4.5,0.02351305522413094,0.0,2,entry,4.0,5.0,0.003975241987048461,0.02351305522413094
96,early_train,0.5,26,RSI_30_bounded,7,5.0,12.0,0.013871979830143766,0.0,1,entry,5.0,19.0,0.0036804036857334133,0.013871979830143766
96,early_train,0.5,26,dist_to_high_24_sqrt_z,8,6.0,17.5,0.008586822651905357,0.0,1,entry,6.0,29.0,0.0034311210548342297,0.008586822651905357
96,early_train,0.5,26,MACD_hist_pct_z,9,7.0,9.5,0.020500876123169698,0.0,2,exit,12.0,7.0,0.002146773814661218,0.020500876123169698
96,early_train,0.5,26,ret_accel_24_72_z,10,7.0,13.5,0.012975751226591059,0.0,1,entry,7.0,20.0,0.003014429600183388,0.012975751226591059
96,early_train,0.5,26,dist_ema_100_z,11,8.0,10.5,0.019406805724023868,0.0,2,exit,13.0,8.0,0.0019448367274178535,0.019406805724023868
96,early_train,0.5,26,volatility_168_sqrt_z,12,9.0,10.0,0.01677506407099516,0.0,2,entry,9.0,11.0,0.002894412895759424,0.01677506407099516
96,early_train,0.5,26,ema_slope_100_z,13,9.0,15.5,0.019341013692201203,0.0,1,exit,22.0,9.0,0.0007580521769948723,0.019341013692201203
96,early_train,0.5,26,price_pos_in_range_72_norm,14,10.0,15.5,0.01818476095371946,0.0,1,exit,21.0,10.0,0.0008873558968574002,0.01818476095371946
96,early_train,0.5,26,ADX_30_scaled,15,11.0,14.5,0.014264936860977462,0.0,1,entry,11.0,18.0,0.0021549493632476713,0.014264936860977462
96,early_train,0.5,26,ema_slope_200_z,16,12.0,16.0,0.01652039856205262,0.0,1,exit,20.0,12.0,0.0010605060975752423,0.01652039856205262
96,early_train,0.5,26,ema_slope_50_z,17,13.0,13.5,0.016064858101595136,0.0,2,exit,14.0,13.0,0.0018299580791469872,0.016064858101595136
96,early_train,0.5,26,ema_spread_21_50_z,18,14.0,20.0,0.0160543741525197,0.0,1,exit,26.0,14.0,0.0004168543278169068,0.0160543741525197
96,early_train,0.5,26,MOM_pct_14_z,19,15.0,21.0,0.01582463879325635,0.0,0,exit,27.0,15.0,0.00033206618303971425,0.01582463879325635
96,early_train,0.5,26,volatility_24_sqrt_z,20,15.0,20.5,0.010844091137815759,0.0,0,entry,15.0,26.0,0.001626358999909927,0.010844091137815759
96,early_train,0.5,26,dist_ema_200_z,21,16.0,20.0,0.01577861188453039,0.0,0,exit,24.0,16.0,0.0005657269456464942,0.01577861188453039
96,early_train,0.5,26,RSI_72_bounded,22,16.0,24.5,0.007355214104779406,0.0,0,entry,16.0,33.0,0.0015157051091357898,0.007355214104779406
96,early_train,0.5,26,dist_to_low_168_sqrt_z,23,17.0,17.0,0.014562122227792296,0.0,0,both_tie,17.0,17.0,0.0015051974750512898,0.014562122227792296
96,early_train,0.5,26,ret_accel_6_24_z,24,18.0,27.5,0.005684278878450966,0.0,0,entry,18.0,37.0,0.0013012910632830277,0.005684278878450966
96,early_train,0.5,26,ema_spread_9_21_z,25,19.0,24.5,0.008411772802244644,0.0,0,entry,19.0,30.0,0.0012906248580005775,0.008411772802244644
96,early_train,0.5,26,RSI_14_bounded,26,21.0,22.0,0.012616274888813783,0.0,0,exit,23.0,21.0,0.0006520604904710625,0.012616274888813783
96,full_train,0.5,7,RSI_72_bounded,1,1.0,1.5,0.01105323689439952,0.0,2,entry,1.0,2.0,0.01105323689439952,0.008982813726607697
96,full_train,0.5,7,ret_accel_72_168_z,2,1.0,7.5,0.009713108455845332,0.0,2,exit,14.0,1.0,0.0036158967558014288,0.009713108455845332
96,full_train,0.5,7,ADX_30_scaled,3,2.0,22.5,0.010839245164116496,0.0,1,entry,2.0,43.0,0.010839245164116496,0.001924186588784127
96,full_train,0.5,7,ret_accel_24_72_z,4,3.0,6.5,0.006927388203489926,0.0,2,entry,3.0,10.0,0.0064723533354432705,0.006927388203489926
96,full_train,0.5,7,ema_spread_100_200_z,5,3.0,19.0,0.008968579836533153,0.0,1,exit,35.0,3.0,0.0015073909878017266,0.008968579836533153
96,full_train,0.5,7,volatility_168_sqrt_z,6,4.0,5.0,0.008260241131441859,0.0,2,exit,6.0,4.0,0.005995269967246197,0.008260241131441859
96,full_train,0.5,7,dist_to_high_168_sqrt_z,7,4.0,5.5,0.007776284717077364,0.0,2,entry,4.0,7.0,0.006410556734711914,0.007776284717077364
96,full_train,0.5,14,RSI_72_bounded,1,1.0,1.5,0.01105323689439952,0.0,2,entry,1.0,2.0,0.01105323689439952,0.008982813726607697
96,full_train,0.5,14,ret_accel_72_168_z,2,1.0,7.5,0.009713108455845332,0.0,2,exit,14.0,1.0,0.0036158967558014288,0.009713108455845332
96,full_train,0.5,14,ADX_30_scaled,3,2.0,22.5,0.010839245164116496,0.0,1,entry,2.0,43.0,0.010839245164116496,0.001924186588784127
96,full_train,0.5,14,ret_accel_24_72_z,4,3.0,6.5,0.006927388203489926,0.0,2,entry,3.0,10.0,0.0064723533354432705,0.006927388203489926
96,full_train,0.5,14,ema_spread_100_200_z,5,3.0,19.0,0.008968579836533153,0.0,1,exit,35.0,3.0,0.0015073909878017266,0.008968579836533153
96,full_train,0.5,14,volatility_168_sqrt_z,6,4.0,5.0,0.008260241131441859,0.0,2,exit,6.0,4.0,0.005995269967246197,0.008260241131441859
96,full_train,0.5,14,dist_to_high_168_sqrt_z,7,4.0,5.5,0.007776284717077364,0.0,2,entry,4.0,7.0,0.006410556734711914,0.007776284717077364
96,full_train,0.5,14,ADX_72_scaled,8,5.0,8.5,0.006233511685692528,0.0,2,entry,5.0,12.0,0.006077455617430894,0.006233511685692528
96,full_train,0.5,14,price_pos_in_range_72_norm,9,5.0,14.5,0.00804763374319406,0.0,1,exit,24.0,5.0,0.0025791052524141156,0.00804763374319406
96,full_train,0.5,14,bb_width_20_sqrt_z,10,6.0,13.0,0.008008308553764332,0.0,1,exit,20.0,6.0,0.0030874136534404517,0.008008308553764332
96,full_train,0.5,14,RSI_30_bounded,11,7.0,10.0,0.006211838125666835,0.0,2,entry,7.0,13.0,0.005439493587260924,0.006211838125666835
96,full_train,0.5,14,RSI_14_bounded,12,8.0,8.5,0.007613015219871677,0.0,2,exit,9.0,8.0,0.005079529355618395,0.007613015219871677
96,full_train,0.5,14,dist_ema_9_z,13,8.0,19.5,0.00529066138796741,0.0,1,entry,8.0,31.0,0.00529066138796741,0.0033373780117068597
96,full_train,0.5,14,volatility_72_sqrt_z,14,9.0,15.0,0.007505542503962626,0.0,1,exit,21.0,9.0,0.002970515687566344,0.007505542503962626
96,full_train,0.5,20,RSI_72_bounded,1,1.0,1.5,0.01105323689439952,0.0,2,entry,1.0,2.0,0.01105323689439952,0.008982813726607697
96,full_train,0.5,20,ret_accel_72_168_z,2,1.0,7.5,0.009713108455845332,0.0,2,exit,14.0,1.0,0.0036158967558014288,0.009713108455845332
96,full_train,0.5,20,ADX_30_scaled,3,2.0,22.5,0.010839245164116496,0.0,1,entry,2.0,43.0,0.010839245164116496,0.001924186588784127
96,full_train,0.5,20,ret_accel_24_72_z,4,3.0,6.5,0.006927388203489926,0.0,2,entry,3.0,10.0,0.0064723533354432705,0.006927388203489926
96,full_train,0.5,20,ema_spread_100_200_z,5,3.0,19.0,0.008968579836533153,0.0,1,exit,35.0,3.0,0.0015073909878017266,0.008968579836533153
96,full_train,0.5,20,volatility_168_sqrt_z,6,4.0,5.0,0.008260241131441859,0.0,2,exit,6.0,4.0,0.005995269967246197,0.008260241131441859
96,full_train,0.5,20,dist_to_high_168_sqrt_z,7,4.0,5.5,0.007776284717077364,0.0,2,entry,4.0,7.0,0.006410556734711914,0.007776284717077364
96,full_train,0.5,20,ADX_72_scaled,8,5.0,8.5,0.006233511685692528,0.0,2,entry,5.0,12.0,0.006077455617430894,0.006233511685692528
96,full_train,0.5,20,price_pos_in_range_72_norm,9,5.0,14.5,0.00804763374319406,0.0,1,exit,24.0,5.0,0.0025791052524141156,0.00804763374319406
96,full_train,0.5,20,bb_width_20_sqrt_z,10,6.0,13.0,0.008008308553764332,0.0,1,exit,20.0,6.0,0.0030874136534404517,0.008008308553764332
96,full_train,0.5,20,RSI_30_bounded,11,7.0,10.0,0.006211838125666835,0.0,2,entry,7.0,13.0,0.005439493587260924,0.006211838125666835
96,full_train,0.5,20,RSI_14_bounded,12,8.0,8.5,0.007613015219871677,0.0,2,exit,9.0,8.0,0.005079529355618395,0.007613015219871677
96,full_train,0.5,20,dist_ema_9_z,13,8.0,19.5,0.00529066138796741,0.0,1,entry,8.0,31.0,0.00529066138796741,0.0033373780117068597
96,full_train,0.5,20,volatility_72_sqrt_z,14,9.0,15.0,0.007505542503962626,0.0,1,exit,21.0,9.0,0.002970515687566344,0.007505542503962626
96,full_train,0.5,20,dist_to_low_72_sqrt_z,15,10.0,18.0,0.004333218353423485,0.0,1,entry,10.0,26.0,0.004333218353423485,0.003990573391711216
96,full_train,0.5,20,NATR_14_z,16,11.0,21.0,0.006650566502773958,0.0,1,exit,31.0,11.0,0.0017870993040761673,0.006650566502773958
96,full_train,0.5,20,ADX_14_scaled,17,11.0,29.0,0.004253497465476208,0.0,1,entry,11.0,47.0,0.004253497465476208,0.001209667553666971
96,full_train,0.5,20,MACD_hist_pct_z,18,12.0,18.0,0.004145275421987005,0.0,1,entry,12.0,24.0,0.004048315480453479,0.004145275421987005
96,full_train,0.5,20,log_ret_6_z,19,13.0,13.5,0.006143311032824339,0.0,2,entry,13.0,14.0,0.003860408383860592,0.006143311032824339
96,full_train,0.5,20,ema_spread_21_50_z,20,15.0,23.5,0.005891603362594922,0.0,0,exit,32.0,15.0,0.001652695916779967,0.005891603362594922
96,full_train,0.5,26,RSI_72_bounded,1,1.0,1.5,0.01105323689439952,0.0,2,entry,1.0,2.0,0.01105323689439952,0.008982813726607697
96,full_train,0.5,26,ret_accel_72_168_z,2,1.0,7.5,0.009713108455845332,0.0,2,exit,14.0,1.0,0.0036158967558014288,0.009713108455845332
96,full_train,0.5,26,ADX_30_scaled,3,2.0,22.5,0.010839245164116496,0.0,1,entry,2.0,43.0,0.010839245164116496,0.001924186588784127
96,full_train,0.5,26,ret_accel_24_72_z,4,3.0,6.5,0.006927388203489926,0.0,2,entry,3.0,10.0,0.0064723533354432705,0.006927388203489926
96,full_train,0.5,26,ema_spread_100_200_z,5,3.0,19.0,0.008968579836533153,0.0,1,exit,35.0,3.0,0.0015073909878017266,0.008968579836533153
96,full_train,0.5,26,volatility_168_sqrt_z,6,4.0,5.0,0.008260241131441859,0.0,2,exit,6.0,4.0,0.005995269967246197,0.008260241131441859
96,full_train,0.5,26,dist_to_high_168_sqrt_z,7,4.0,5.5,0.007776284717077364,0.0,2,entry,4.0,7.0,0.006410556734711914,0.007776284717077364
96,full_train,0.5,26,ADX_72_scaled,8,5.0,8.5,0.006233511685692528,0.0,2,entry,5.0,12.0,0.006077455617430894,0.006233511685692528
96,full_train,0.5,26,price_pos_in_range_72_norm,9,5.0,14.5,0.00804763374319406,0.0,1,exit,24.0,5.0,0.0025791052524141156,0.00804763374319406
96,full_train,0.5,26,bb_width_20_sqrt_z,10,6.0,13.0,0.008008308553764332,0.0,1,exit,20.0,6.0,0.0030874136534404517,0.008008308553764332
96,full_train,0.5,26,RSI_30_bounded,11,7.0,10.0,0.006211838125666835,0.0,2,entry,7.0,13.0,0.005439493587260924,0.006211838125666835
96,full_train,0.5,26,RSI_14_bounded,12,8.0,8.5,0.007613015219871677,0.0,2,exit,9.0,8.0,0.005079529355618395,0.007613015219871677
96,full_train,0.5,26,dist_ema_9_z,13,8.0,19.5,0.00529066138796741,0.0,1,entry,8.0,31.0,0.00529066138796741,0.0033373780117068597
96,full_train,0.5,26,volatility_72_sqrt_z,14,9.0,15.0,0.007505542503962626,0.0,1,exit,21.0,9.0,0.002970515687566344,0.007505542503962626
96,full_train,0.5,26,dist_to_low_72_sqrt_z,15,10.0,18.0,0.004333218353423485,0.0,1,entry,10.0,26.0,0.004333218353423485,0.003990573391711216
96,full_train,0.5,26,NATR_14_z,16,11.0,21.0,0.006650566502773958,0.0,1,exit,31.0,11.0,0.0017870993040761673,0.006650566502773958
96,full_train,0.5,26,ADX_14_scaled,17,11.0,29.0,0.004253497465476208,0.0,1,entry,11.0,47.0,0.004253497465476208,0.001209667553666971
96,full_train,0.5,26,MACD_hist_pct_z,18,12.0,18.0,0.004145275421987005,0.0,1,entry,12.0,24.0,0.004048315480453479,0.004145275421987005
96,full_train,0.5,26,log_ret_6_z,19,13.0,13.5,0.006143311032824339,0.0,2,entry,13.0,14.0,0.003860408383860592,0.006143311032824339
96,full_train,0.5,26,ema_spread_21_50_z,20,15.0,23.5,0.005891603362594922,0.0,0,exit,32.0,15.0,0.001652695916779967,0.005891603362594922
96,full_train,0.5,26,dist_to_high_72_sqrt_z,21,15.0,27.5,0.0033669623152701167,0.0,0,entry,15.0,40.0,0.0033669623152701167,0.002134404363860365
96,full_train,0.5,26,log_ret_72_z,22,16.0,34.0,0.005381576585218262,0.0,0,exit,52.0,16.0,-2.093720634421814e-06,0.005381576585218262
96,full_train,0.5,26,body_sqrt_z,23,16.0,32.0,0.0033238606282527394,0.0,0,entry,16.0,48.0,0.0033238606282527394,0.0010675427476923294
96,full_train,0.5,26,dist_to_high_24_sqrt_z,24,17.0,32.0,0.005222821501132235,0.0,0,exit,47.0,17.0,1.790969440751411e-06,0.005222821501132235
96,full_train,0.5,26,bb_pos_20_norm,25,17.0,29.5,0.0032583790003929414,0.0,0,entry,17.0,42.0,0.0032583790003929414,0.0019584379524369977
96,full_train,0.5,26,MOM_pct_72_z,26,18.0,35.5,0.005003042350852582,0.0,0,exit,53.0,18.0,-5.205971500554796e-06,0.005003042350852582
96,late_train,0.5,7,volatility_72_sqrt_z,1,1.0,3.5,0.03226722895124001,0.0,2,entry,1.0,6.0,0.03226722895124001,0.004718151091624656
96,late_train,0.5,7,MOM_pct_72_z,2,1.0,4.0,0.029557403739627064,0.0,2,exit,7.0,1.0,0.029557403739627064,0.015097761276153032
96,late_train,0.5,7,ADX_30_scaled,3,2.0,7.5,0.03142241859362466,0.0,2,entry,2.0,13.0,0.03142241859362466,0.001276407281291525
96,late_train,0.5,7,log_ret_72_z,4,2.0,3.0,0.030317697447347747,0.0,2,exit,4.0,2.0,0.030317697447347747,0.014998982961069052
96,late_train,0.5,7,ret_accel_72_168_z,5,3.0,7.0,0.026900680895341977,0.0,2,exit,11.0,3.0,0.026900680895341977,0.00821118431316259
96,late_train,0.5,7,MACD_hist_pct_z,6,3.0,24.5,0.031059840834813113,0.0,1,entry,3.0,46.0,0.031059840834813113,-6.315561475900289e-06
96,late_train,0.5,7,ema_spread_100_200_z,7,4.0,6.0,0.02929765668591955,0.0,2,exit,8.0,4.0,0.02929765668591955,0.005604389370954088
96,late_train,0.5,14,volatility_72_sqrt_z,1,1.0,3.5,0.03226722895124001,0.0,2,entry,1.0,6.0,0.03226722895124001,0.004718151091624656
96,late_train,0.5,14,MOM_pct_72_z,2,1.0,4.0,0.029557403739627064,0.0,2,exit,7.0,1.0,0.029557403739627064,0.015097761276153032
96,late_train,0.5,14,ADX_30_scaled,3,2.0,7.5,0.03142241859362466,0.0,2,entry,2.0,13.0,0.03142241859362466,0.001276407281291525
96,late_train,0.5,14,log_ret_72_z,4,2.0,3.0,0.030317697447347747,0.0,2,exit,4.0,2.0,0.030317697447347747,0.014998982961069052
96,late_train,0.5,14,ret_accel_72_168_z,5,3.0,7.0,0.026900680895341977,0.0,2,exit,11.0,3.0,0.026900680895341977,0.00821118431316259
96,late_train,0.5,14,MACD_hist_pct_z,6,3.0,24.5,0.031059840834813113,0.0,1,entry,3.0,46.0,0.031059840834813113,-6.315561475900289e-06
96,late_train,0.5,14,ema_spread_100_200_z,7,4.0,6.0,0.02929765668591955,0.0,2,exit,8.0,4.0,0.02929765668591955,0.005604389370954088
96,late_train,0.5,14,price_pos_in_range_24_norm,8,5.0,7.5,0.030303489127662453,0.0,2,entry,5.0,10.0,0.030303489127662453,0.003253321012540722
96,late_train,0.5,14,dist_to_high_168_sqrt_z,9,5.0,11.0,0.02178305421930271,0.0,1,exit,17.0,5.0,0.02178305421930271,0.004942927889721838
96,late_train,0.5,14,volatility_168_sqrt_z,10,6.0,10.5,0.029887277190674355,0.0,1,entry,6.0,15.0,0.029887277190674355,0.0009913810269330803
96,late_train,0.5,14,price_pos_in_range_72_norm,11,7.0,10.0,0.02642242910386594,0.0,2,exit,13.0,7.0,0.02642242910386594,0.004643383919473276
96,late_train,0.5,14,dist_to_high_72_sqrt_z,12,8.0,12.0,0.0246378645009504,0.0,1,exit,16.0,8.0,0.0246378645009504,0.003883848132426704
96,late_train,0.5,14,ret_accel_24_72_z,13,9.0,9.0,0.0283253946475166,0.0,2,both_tie,9.0,9.0,0.0283253946475166,0.0032632329736153043
96,late_train,0.5,14,ema_slope_200_z,14,10.0,23.5,0.028261366942850363,0.0,1,entry,10.0,37.0,0.028261366942850363,7.383356965817711e-07
96,late_train,0.5,20,volatility_72_sqrt_z,1,1.0,3.5,0.03226722895124001,0.0,2,entry,1.0,6.0,0.03226722895124001,0.004718151091624656
96,late_train,0.5,20,MOM_pct_72_z,2,1.0,4.0,0.029557403739627064,0.0,2,exit,7.0,1.0,0.029557403739627064,0.015097761276153032
96,late_train,0.5,20,ADX_30_scaled,3,2.0,7.5,0.03142241859362466,0.0,2,entry,2.0,13.0,0.03142241859362466,0.001276407281291525
96,late_train,0.5,20,log_ret_72_z,4,2.0,3.0,0.030317697447347747,0.0,2,exit,4.0,2.0,0.030317697447347747,0.014998982961069052
96,late_train,0.5,20,ret_accel_72_168_z,5,3.0,7.0,0.026900680895341977,0.0,2,exit,11.0,3.0,0.026900680895341977,0.00821118431316259
96,late_train,0.5,20,MACD_hist_pct_z,6,3.0,24.5,0.031059840834813113,0.0,1,entry,3.0,46.0,0.031059840834813113,-6.315561475900289e-06
96,late_train,0.5,20,ema_spread_100_200_z,7,4.0,6.0,0.02929765668591955,0.0,2,exit,8.0,4.0,0.02929765668591955,0.005604389370954088
96,late_train,0.5,20,price_pos_in_range_24_norm,8,5.0,7.5,0.030303489127662453,0.0,2,entry,5.0,10.0,0.030303489127662453,0.003253321012540722
96,late_train,0.5,20,dist_to_high_168_sqrt_z,9,5.0,11.0,0.02178305421930271,0.0,1,exit,17.0,5.0,0.02178305421930271,0.004942927889721838
96,late_train,0.5,20,volatility_168_sqrt_z,10,6.0,10.5,0.029887277190674355,0.0,1,entry,6.0,15.0,0.029887277190674355,0.0009913810269330803
96,late_train,0.5,20,price_pos_in_range_72_norm,11,7.0,10.0,0.02642242910386594,0.0,2,exit,13.0,7.0,0.02642242910386594,0.004643383919473276
96,late_train,0.5,20,dist_to_high_72_sqrt_z,12,8.0,12.0,0.0246378645009504,0.0,1,exit,16.0,8.0,0.0246378645009504,0.003883848132426704
96,late_train,0.5,20,ret_accel_24_72_z,13,9.0,9.0,0.0283253946475166,0.0,2,both_tie,9.0,9.0,0.0283253946475166,0.0032632329736153043
96,late_train,0.5,20,ema_slope_200_z,14,10.0,23.5,0.028261366942850363,0.0,1,entry,10.0,37.0,0.028261366942850363,7.383356965817711e-07
96,late_train,0.5,20,ema_spread_50_100_z,15,11.0,11.5,0.026808384354344073,0.0,2,exit,12.0,11.0,0.026808384354344073,0.001841504542046013
96,late_train,0.5,20,ema_slope_100_z,16,12.0,20.5,0.015010815885845685,0.0,1,exit,29.0,12.0,0.015010815885845685,0.0015271745656575408
96,late_train,0.5,20,ema_spread_21_50_z,17,14.0,21.0,0.025655247688512683,0.0,1,entry,14.0,28.0,0.025655247688512683,1.0230245749642819e-05
96,late_train,0.5,20,RSI_72_bounded,18,14.0,17.5,0.01915404836958151,0.0,1,exit,21.0,14.0,0.01915404836958151,0.0011753181860800765
96,late_train,0.5,20,price_pos_in_range_168_norm,19,15.0,16.0,0.02537617063081532,0.0,0,entry,15.0,17.0,0.02537617063081532,0.00031647956868119387
96,late_train,0.5,20,ADX_72_scaled,20,16.0,19.0,0.01882181814966799,0.0,0,exit,22.0,16.0,0.01882181814966799,0.0004116894208985311
96,late_train,0.5,26,volatility_72_sqrt_z,1,1.0,3.5,0.03226722895124001,0.0,2,entry,1.0,6.0,0.03226722895124001,0.004718151091624656
96,late_train,0.5,26,MOM_pct_72_z,2,1.0,4.0,0.029557403739627064,0.0,2,exit,7.0,1.0,0.029557403739627064,0.015097761276153032
96,late_train,0.5,26,ADX_30_scaled,3,2.0,7.5,0.03142241859362466,0.0,2,entry,2.0,13.0,0.03142241859362466,0.001276407281291525
96,late_train,0.5,26,log_ret_72_z,4,2.0,3.0,0.030317697447347747,0.0,2,exit,4.0,2.0,0.030317697447347747,0.014998982961069052
96,late_train,0.5,26,ret_accel_72_168_z,5,3.0,7.0,0.026900680895341977,0.0,2,exit,11.0,3.0,0.026900680895341977,0.00821118431316259
96,late_train,0.5,26,MACD_hist_pct_z,6,3.0,24.5,0.031059840834813113,0.0,1,entry,3.0,46.0,0.031059840834813113,-6.315561475900289e-06
96,late_train,0.5,26,ema_spread_100_200_z,7,4.0,6.0,0.02929765668591955,0.0,2,exit,8.0,4.0,0.02929765668591955,0.005604389370954088
96,late_train,0.5,26,price_pos_in_range_24_norm,8,5.0,7.5,0.030303489127662453,0.0,2,entry,5.0,10.0,0.030303489127662453,0.003253321012540722
96,late_train,0.5,26,dist_to_high_168_sqrt_z,9,5.0,11.0,0.02178305421930271,0.0,1,exit,17.0,5.0,0.02178305421930271,0.004942927889721838
96,late_train,0.5,26,volatility_168_sqrt_z,10,6.0,10.5,0.029887277190674355,0.0,1,entry,6.0,15.0,0.029887277190674355,0.0009913810269330803
96,late_train,0.5,26,price_pos_in_range_72_norm,11,7.0,10.0,0.02642242910386594,0.0,2,exit,13.0,7.0,0.02642242910386594,0.004643383919473276
96,late_train,0.5,26,dist_to_high_72_sqrt_z,12,8.0,12.0,0.0246378645009504,0.0,1,exit,16.0,8.0,0.0246378645009504,0.003883848132426704
96,late_train,0.5,26,ret_accel_24_72_z,13,9.0,9.0,0.0283253946475166,0.0,2,both_tie,9.0,9.0,0.0283253946475166,0.0032632329736153043
96,late_train,0.5,26,ema_slope_200_z,14,10.0,23.5,0.028261366942850363,0.0,1,entry,10.0,37.0,0.028261366942850363,7.383356965817711e-07
96,late_train,0.5,26,ema_spread_50_100_z,15,11.0,11.5,0.026808384354344073,0.0,2,exit,12.0,11.0,0.026808384354344073,0.001841504542046013
96,late_train,0.5,26,ema_slope_100_z,16,12.0,20.5,0.015010815885845685,0.0,1,exit,29.0,12.0,0.015010815885845685,0.0015271745656575408
96,late_train,0.5,26,ema_spread_21_50_z,17,14.0,21.0,0.025655247688512683,0.0,1,entry,14.0,28.0,0.025655247688512683,1.0230245749642819e-05
96,late_train,0.5,26,RSI_72_bounded,18,14.0,17.5,0.01915404836958151,0.0,1,exit,21.0,14.0,0.01915404836958151,0.0011753181860800765
96,late_train,0.5,26,price_pos_in_range_168_norm,19,15.0,16.0,0.02537617063081532,0.0,0,entry,15.0,17.0,0.02537617063081532,0.00031647956868119387
96,late_train,0.5,26,ADX_72_scaled,20,16.0,19.0,0.01882181814966799,0.0,0,exit,22.0,16.0,0.01882181814966799,0.0004116894208985311
96,late_train,0.5,26,RSI_30_bounded,21,18.0,29.0,0.02108517707184243,0.0,0,entry,18.0,40.0,0.02108517707184243,-1.8220303780180913e-06
96,late_train,0.5,26,RSI_14_bounded,22,18.0,24.0,0.014015551953519167,0.0,0,exit,30.0,18.0,0.014015551953519167,0.0003138281404986287
96,late_train,0.5,26,ADX_14_scaled,23,19.0,26.5,0.020751365231999108,0.0,0,entry,19.0,34.0,0.020751365231999108,5.57967691550143e-06
96,late_train,0.5,26,dist_to_low_168_sqrt_z,24,19.0,23.0,0.01571316335701034,0.0,0,exit,27.0,19.0,0.01571316335701034,0.00024148817297720004
96,late_train,0.5,26,dist_ema_50_z,25,20.0,20.0,0.01937401164761904,0.0,0,both_tie,20.0,20.0,0.01937401164761904,3.021429820360133e-05
96,late_train,0.5,26,vol_ratio_72_log1p_z,26,21.0,33.0,0.008575408245626415,0.0,0,exit,45.0,21.0,0.008575408245626415,2.6599649135428116e-05
96,mid_train,0.5,7,MOM_pct_72_z,1,1.0,1.5,0.0307061158737279,0.0,2,exit,2.0,1.0,0.016979602259691307,0.0307061158737279
