z_window,sample,alpha_out,top_k,feature,union_rank,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,entry_rank,exit_rank,entry_hie_norm,exit_hie_norm
24,early_train,0.5,7,ADX_72_scaled,1,1.0,1.0,0.026134276242282484,0.0,2,both_tie,1.0,1.0,0.006810685474865075,0.026134276242282484
24,early_train,0.5,7,ema_spread_100_200_z,2,2.0,3.5,0.02579048110714688,0.0,2,exit,5.0,2.0,0.0035985247423506728,0.02579048110714688
24,early_train,0.5,7,dist_to_high_24_sqrt_z,3,2.0,8.5,0.012646186318781227,0.0,1,entry,2.0,15.0,0.004775278777234049,0.012646186318781227
24,early_train,0.5,7,ema_spread_50_100_z,4,3.0,5.0,0.022805065982765438,0.0,2,exit,7.0,3.0,0.0032794925395853713,0.022805065982765438
24,early_train,0.5,7,ADX_30_scaled,5,3.0,6.0,0.015484924863950922,0.0,2,entry,3.0,9.0,0.00382557617584256,0.015484924863950922
24,early_train,0.5,7,price_pos_in_range_72_norm,6,4.0,12.5,0.01821986080796556,0.0,1,exit,21.0,4.0,0.00011100656810025811,0.01821986080796556
24,early_train,0.5,7,log_ret_168_z,7,4.0,14.5,0.008314778371318554,0.0,1,entry,4.0,25.0,0.0038203958192948306,0.008314778371318554
24,early_train,0.5,14,ADX_72_scaled,1,1.0,1.0,0.026134276242282484,0.0,2,both_tie,1.0,1.0,0.006810685474865075,0.026134276242282484
24,early_train,0.5,14,ema_spread_100_200_z,2,2.0,3.5,0.02579048110714688,0.0,2,exit,5.0,2.0,0.0035985247423506728,0.02579048110714688
24,early_train,0.5,14,dist_to_high_24_sqrt_z,3,2.0,8.5,0.012646186318781227,0.0,1,entry,2.0,15.0,0.004775278777234049,0.012646186318781227
24,early_train,0.5,14,ema_spread_50_100_z,4,3.0,5.0,0.022805065982765438,0.0,2,exit,7.0,3.0,0.0032794925395853713,0.022805065982765438
24,early_train,0.5,14,ADX_30_scaled,5,3.0,6.0,0.015484924863950922,0.0,2,entry,3.0,9.0,0.00382557617584256,0.015484924863950922
24,early_train,0.5,14,price_pos_in_range_72_norm,6,4.0,12.5,0.01821986080796556,0.0,1,exit,21.0,4.0,0.00011100656810025811,0.01821986080796556
24,early_train,0.5,14,log_ret_168_z,7,4.0,14.5,0.008314778371318554,0.0,1,entry,4.0,25.0,0.0038203958192948306,0.008314778371318554
24,early_train,0.5,14,bb_width_20_sqrt_z,8,5.0,8.5,0.017402230960983256,0.0,2,exit,12.0,5.0,0.001790069252340043,0.017402230960983256
24,early_train,0.5,14,MOM_pct_14_z,9,6.0,7.5,0.017112554513644018,0.0,2,exit,9.0,6.0,0.0022219166168042648,0.017112554513644018
24,early_train,0.5,14,RSI_72_bounded,10,6.0,13.0,0.010927626024779258,0.0,1,entry,6.0,20.0,0.0035146321822165927,0.010927626024779258
24,early_train,0.5,14,ema_spread_9_21_z,11,7.0,12.5,0.01610688105349467,0.0,1,exit,18.0,7.0,0.0006375257198879547,0.01610688105349467
24,early_train,0.5,14,RSI_30_bounded,12,8.0,10.0,0.014621381654998489,0.0,2,entry,8.0,12.0,0.0023396251945381197,0.014621381654998489
24,early_train,0.5,14,ema_slope_21_z,13,8.0,12.0,0.015756690279492114,0.0,1,exit,16.0,8.0,0.0010400583131018326,0.015756690279492114
24,early_train,0.5,14,dist_ema_21_z,14,10.0,11.5,0.01448930905949497,0.0,2,entry,10.0,13.0,0.00212974124109222,0.01448930905949497
24,early_train,0.5,20,ADX_72_scaled,1,1.0,1.0,0.026134276242282484,0.0,2,both_tie,1.0,1.0,0.006810685474865075,0.026134276242282484
24,early_train,0.5,20,ema_spread_100_200_z,2,2.0,3.5,0.02579048110714688,0.0,2,exit,5.0,2.0,0.0035985247423506728,0.02579048110714688
24,early_train,0.5,20,dist_to_high_24_sqrt_z,3,2.0,8.5,0.012646186318781227,0.0,1,entry,2.0,15.0,0.004775278777234049,0.012646186318781227
24,early_train,0.5,20,ema_spread_50_100_z,4,3.0,5.0,0.022805065982765438,0.0,2,exit,7.0,3.0,0.0032794925395853713,0.022805065982765438
24,early_train,0.5,20,ADX_30_scaled,5,3.0,6.0,0.015484924863950922,0.0,2,entry,3.0,9.0,0.00382557617584256,0.015484924863950922
24,early_train,0.5,20,price_pos_in_range_72_norm,6,4.0,12.5,0.01821986080796556,0.0,1,exit,21.0,4.0,0.00011100656810025811,0.01821986080796556
24,early_train,0.5,20,log_ret_168_z,7,4.0,14.5,0.008314778371318554,0.0,1,entry,4.0,25.0,0.0038203958192948306,0.008314778371318554
24,early_train,0.5,20,bb_width_20_sqrt_z,8,5.0,8.5,0.017402230960983256,0.0,2,exit,12.0,5.0,0.001790069252340043,0.017402230960983256
24,early_train,0.5,20,MOM_pct_14_z,9,6.0,7.5,0.017112554513644018,0.0,2,exit,9.0,6.0,0.0022219166168042648,0.017112554513644018
24,early_train,0.5,20,RSI_72_bounded,10,6.0,13.0,0.010927626024779258,0.0,1,entry,6.0,20.0,0.0035146321822165927,0.010927626024779258
24,early_train,0.5,20,ema_spread_9_21_z,11,7.0,12.5,0.01610688105349467,0.0,1,exit,18.0,7.0,0.0006375257198879547,0.01610688105349467
24,early_train,0.5,20,RSI_30_bounded,12,8.0,10.0,0.014621381654998489,0.0,2,entry,8.0,12.0,0.0023396251945381197,0.014621381654998489
24,early_train,0.5,20,ema_slope_21_z,13,8.0,12.0,0.015756690279492114,0.0,1,exit,16.0,8.0,0.0010400583131018326,0.015756690279492114
24,early_train,0.5,20,dist_ema_21_z,14,10.0,11.5,0.01448930905949497,0.0,2,entry,10.0,13.0,0.00212974124109222,0.01448930905949497
24,early_train,0.5,20,ema_slope_9_z,15,10.0,29.0,0.015164457343424309,0.0,1,exit,48.0,10.0,-1.0160438120743187e-05,0.015164457343424309
24,early_train,0.5,20,MACD_hist_pct_z,16,11.0,13.0,0.014639703843905671,0.0,1,exit,15.0,11.0,0.0011668648837700468,0.014639703843905671
24,early_train,0.5,20,ema_slope_200_z,17,11.0,14.0,0.011244646273070646,0.0,1,entry,11.0,17.0,0.00180617712324882,0.011244646273070646
24,early_train,0.5,20,dist_ema_100_z,18,13.0,18.5,0.009789552938908153,0.0,1,entry,13.0,24.0,0.0013517284635450322,0.009789552938908153
24,early_train,0.5,20,dist_ema_50_z,19,14.0,26.5,0.013307848572208125,0.0,1,exit,39.0,14.0,1.6464460055320984e-06,0.013307848572208125
24,early_train,0.5,20,dist_to_low_24_sqrt_z,20,14.0,16.5,0.010968756502274468,0.0,1,entry,14.0,19.0,0.001273043524092854,0.010968756502274468
24,early_train,0.5,26,ADX_72_scaled,1,1.0,1.0,0.026134276242282484,0.0,2,both_tie,1.0,1.0,0.006810685474865075,0.026134276242282484
24,early_train,0.5,26,ema_spread_100_200_z,2,2.0,3.5,0.02579048110714688,0.0,2,exit,5.0,2.0,0.0035985247423506728,0.02579048110714688
24,early_train,0.5,26,dist_to_high_24_sqrt_z,3,2.0,8.5,0.012646186318781227,0.0,1,entry,2.0,15.0,0.004775278777234049,0.012646186318781227
24,early_train,0.5,26,ema_spread_50_100_z,4,3.0,5.0,0.022805065982765438,0.0,2,exit,7.0,3.0,0.0032794925395853713,0.022805065982765438
24,early_train,0.5,26,ADX_30_scaled,5,3.0,6.0,0.015484924863950922,0.0,2,entry,3.0,9.0,0.00382557617584256,0.015484924863950922
24,early_train,0.5,26,price_pos_in_range_72_norm,6,4.0,12.5,0.01821986080796556,0.0,1,exit,21.0,4.0,0.00011100656810025811,0.01821986080796556
24,early_train,0.5,26,log_ret_168_z,7,4.0,14.5,0.008314778371318554,0.0,1,entry,4.0,25.0,0.0038203958192948306,0.008314778371318554
24,early_train,0.5,26,bb_width_20_sqrt_z,8,5.0,8.5,0.017402230960983256,0.0,2,exit,12.0,5.0,0.001790069252340043,0.017402230960983256
24,early_train,0.5,26,MOM_pct_14_z,9,6.0,7.5,0.017112554513644018,0.0,2,exit,9.0,6.0,0.0022219166168042648,0.017112554513644018
24,early_train,0.5,26,RSI_72_bounded,10,6.0,13.0,0.010927626024779258,0.0,1,entry,6.0,20.0,0.0035146321822165927,0.010927626024779258
24,early_train,0.5,26,ema_spread_9_21_z,11,7.0,12.5,0.01610688105349467,0.0,1,exit,18.0,7.0,0.0006375257198879547,0.01610688105349467
24,early_train,0.5,26,RSI_30_bounded,12,8.0,10.0,0.014621381654998489,0.0,2,entry,8.0,12.0,0.0023396251945381197,0.014621381654998489
24,early_train,0.5,26,ema_slope_21_z,13,8.0,12.0,0.015756690279492114,0.0,1,exit,16.0,8.0,0.0010400583131018326,0.015756690279492114
24,early_train,0.5,26,dist_ema_21_z,14,10.0,11.5,0.01448930905949497,0.0,2,entry,10.0,13.0,0.00212974124109222,0.01448930905949497
24,early_train,0.5,26,ema_slope_9_z,15,10.0,29.0,0.015164457343424309,0.0,1,exit,48.0,10.0,-1.0160438120743187e-05,0.015164457343424309
24,early_train,0.5,26,MACD_hist_pct_z,16,11.0,13.0,0.014639703843905671,0.0,1,exit,15.0,11.0,0.0011668648837700468,0.014639703843905671
24,early_train,0.5,26,ema_slope_200_z,17,11.0,14.0,0.011244646273070646,0.0,1,entry,11.0,17.0,0.00180617712324882,0.011244646273070646
24,early_train,0.5,26,dist_ema_100_z,18,13.0,18.5,0.009789552938908153,0.0,1,entry,13.0,24.0,0.0013517284635450322,0.009789552938908153
24,early_train,0.5,26,dist_ema_50_z,19,14.0,26.5,0.013307848572208125,0.0,1,exit,39.0,14.0,1.6464460055320984e-06,0.013307848572208125
24,early_train,0.5,26,dist_to_low_24_sqrt_z,20,14.0,16.5,0.010968756502274468,0.0,1,entry,14.0,19.0,0.001273043524092854,0.010968756502274468
24,early_train,0.5,26,ema_slope_100_z,21,16.0,18.0,0.01153310502478988,0.0,0,exit,20.0,16.0,0.00029627989004854527,0.01153310502478988
24,early_train,0.5,26,dist_ema_200_z,22,17.0,23.0,0.006585467548453239,0.0,0,entry,17.0,29.0,0.0007365255192772757,0.006585467548453239
24,early_train,0.5,26,RSI_14_bounded,23,18.0,18.5,0.011203400901325322,0.0,0,exit,19.0,18.0,0.00030655069813279034,0.011203400901325322
24,early_train,0.5,26,log_ret_24_z,24,21.0,32.5,0.010705038088808627,0.0,0,exit,44.0,21.0,-6.020438516052273e-06,0.010705038088808627
24,early_train,0.5,26,volatility_24_sqrt_z,25,22.0,37.0,0.010258885671280416,0.0,0,exit,52.0,22.0,-1.974362308188038e-05,0.010258885671280416
24,early_train,0.5,26,ret_accel_24_72_z,26,22.0,37.0,0.0007956702757204726,0.11,0,entry,22.0,52.0,3.325625894534667e-05,0.0007956702757204726
24,full_train,0.5,7,RSI_72_bounded,1,1.0,2.0,0.011085802973268444,0.0,2,entry,1.0,3.0,0.011085802973268444,0.008642807097954008
24,full_train,0.5,7,price_pos_in_range_72_norm,2,1.0,8.5,0.009918938128219035,0.0,1,exit,16.0,1.0,0.0023013840954677622,0.009918938128219035
24,full_train,0.5,7,RSI_14_bounded,3,2.0,5.0,0.009706760609152432,0.0,2,exit,8.0,2.0,0.005054439810868172,0.009706760609152432
24,full_train,0.5,7,ADX_30_scaled,4,2.0,16.0,0.010842597028752898,0.0,1,entry,2.0,30.0,0.010842597028752898,0.002208510632850713
24,full_train,0.5,7,RSI_30_bounded,5,3.0,3.5,0.0076109243614782,0.0,2,entry,3.0,4.0,0.0060748701216283285,0.0076109243614782
24,full_train,0.5,7,ret_accel_24_72_z,6,4.0,11.5,0.005790248832747369,0.0,1,entry,4.0,19.0,0.005790248832747369,0.0035474200463242456
24,full_train,0.5,7,ema_spread_100_200_z,7,5.0,11.5,0.0069192759088438915,0.0,1,exit,18.0,5.0,0.0022531321588254993,0.0069192759088438915
24,full_train,0.5,14,RSI_72_bounded,1,1.0,2.0,0.011085802973268444,0.0,2,entry,1.0,3.0,0.011085802973268444,0.008642807097954008
24,full_train,0.5,14,price_pos_in_range_72_norm,2,1.0,8.5,0.009918938128219035,0.0,1,exit,16.0,1.0,0.0023013840954677622,0.009918938128219035
24,full_train,0.5,14,RSI_14_bounded,3,2.0,5.0,0.009706760609152432,0.0,2,exit,8.0,2.0,0.005054439810868172,0.009706760609152432
24,full_train,0.5,14,ADX_30_scaled,4,2.0,16.0,0.010842597028752898,0.0,1,entry,2.0,30.0,0.010842597028752898,0.002208510632850713
24,full_train,0.5,14,RSI_30_bounded,5,3.0,3.5,0.0076109243614782,0.0,2,entry,3.0,4.0,0.0060748701216283285,0.0076109243614782
24,full_train,0.5,14,ret_accel_24_72_z,6,4.0,11.5,0.005790248832747369,0.0,1,entry,4.0,19.0,0.005790248832747369,0.0035474200463242456
24,full_train,0.5,14,ema_spread_100_200_z,7,5.0,11.5,0.0069192759088438915,0.0,1,exit,18.0,5.0,0.0022531321588254993,0.0069192759088438915
24,full_train,0.5,14,dist_to_high_72_sqrt_z,8,5.0,16.0,0.005618882962745708,0.0,1,entry,5.0,27.0,0.005618882962745708,0.0026856689715983317
24,full_train,0.5,14,ADX_72_scaled,9,6.0,6.0,0.0068436052169330575,0.0,2,both_tie,6.0,6.0,0.005263886069609813,0.0068436052169330575
24,full_train,0.5,14,log_ret_72_z,10,7.0,8.0,0.006567193557998063,0.0,2,exit,9.0,7.0,0.004912296812378036,0.006567193557998063
24,full_train,0.5,14,volatility_168_sqrt_z,11,7.0,9.5,0.005249201721500896,0.0,2,entry,7.0,12.0,0.005249201721500896,0.004755361162162297
24,full_train,0.5,14,MOM_pct_72_z,12,8.0,9.0,0.006521774318381746,0.0,2,exit,10.0,8.0,0.004301675933805926,0.006521774318381746
24,full_train,0.5,14,ema_spread_50_100_z,13,9.0,30.5,0.00566606438333056,0.0,1,exit,52.0,9.0,-2.9633188233235686e-06,0.00566606438333056
24,full_train,0.5,14,log_ret_168_z,14,10.0,26.0,0.005174792668306782,0.0,1,exit,42.0,10.0,2.744076549432428e-06,0.005174792668306782
24,full_train,0.5,20,RSI_72_bounded,1,1.0,2.0,0.011085802973268444,0.0,2,entry,1.0,3.0,0.011085802973268444,0.008642807097954008
24,full_train,0.5,20,price_pos_in_range_72_norm,2,1.0,8.5,0.009918938128219035,0.0,1,exit,16.0,1.0,0.0023013840954677622,0.009918938128219035
24,full_train,0.5,20,RSI_14_bounded,3,2.0,5.0,0.009706760609152432,0.0,2,exit,8.0,2.0,0.005054439810868172,0.009706760609152432
24,full_train,0.5,20,ADX_30_scaled,4,2.0,16.0,0.010842597028752898,0.0,1,entry,2.0,30.0,0.010842597028752898,0.002208510632850713
24,full_train,0.5,20,RSI_30_bounded,5,3.0,3.5,0.0076109243614782,0.0,2,entry,3.0,4.0,0.0060748701216283285,0.0076109243614782
24,full_train,0.5,20,ret_accel_24_72_z,6,4.0,11.5,0.005790248832747369,0.0,1,entry,4.0,19.0,0.005790248832747369,0.0035474200463242456
24,full_train,0.5,20,ema_spread_100_200_z,7,5.0,11.5,0.0069192759088438915,0.0,1,exit,18.0,5.0,0.0022531321588254993,0.0069192759088438915
24,full_train,0.5,20,dist_to_high_72_sqrt_z,8,5.0,16.0,0.005618882962745708,0.0,1,entry,5.0,27.0,0.005618882962745708,0.0026856689715983317
24,full_train,0.5,20,ADX_72_scaled,9,6.0,6.0,0.0068436052169330575,0.0,2,both_tie,6.0,6.0,0.005263886069609813,0.0068436052169330575
24,full_train,0.5,20,log_ret_72_z,10,7.0,8.0,0.006567193557998063,0.0,2,exit,9.0,7.0,0.004912296812378036,0.006567193557998063
24,full_train,0.5,20,volatility_168_sqrt_z,11,7.0,9.5,0.005249201721500896,0.0,2,entry,7.0,12.0,0.005249201721500896,0.004755361162162297
24,full_train,0.5,20,MOM_pct_72_z,12,8.0,9.0,0.006521774318381746,0.0,2,exit,10.0,8.0,0.004301675933805926,0.006521774318381746
24,full_train,0.5,20,ema_spread_50_100_z,13,9.0,30.5,0.00566606438333056,0.0,1,exit,52.0,9.0,-2.9633188233235686e-06,0.00566606438333056
24,full_train,0.5,20,log_ret_168_z,14,10.0,26.0,0.005174792668306782,0.0,1,exit,42.0,10.0,2.744076549432428e-06,0.005174792668306782
24,full_train,0.5,20,volatility_72_sqrt_z,15,11.0,25.5,0.005038622027254747,0.0,1,exit,40.0,11.0,3.7985265225470854e-05,0.005038622027254747
24,full_train,0.5,20,ADX_14_scaled,16,11.0,21.0,0.0036694100945358077,0.0,1,entry,11.0,31.0,0.0036694100945358077,0.00207587403567161
24,full_train,0.5,20,ret_accel_6_24_z,17,12.0,23.0,0.0033246164280267276,0.0,1,entry,12.0,34.0,0.0033246164280267276,0.0018077901602369661
24,full_train,0.5,20,NATR_14_z,18,13.0,18.0,0.004710996730246608,0.0,1,exit,23.0,13.0,0.0015282688451776494,0.004710996730246608
24,full_train,0.5,20,bb_pos_20_norm,19,13.0,22.5,0.0025985998456676818,0.0,1,entry,13.0,32.0,0.0025985998456676818,0.0020011153246659585
24,full_train,0.5,20,dist_to_high_24_sqrt_z,20,14.0,26.5,0.004177473579416224,0.0,1,exit,39.0,14.0,6.6686299294072e-05,0.004177473579416224
24,full_train,0.5,26,RSI_72_bounded,1,1.0,2.0,0.011085802973268444,0.0,2,entry,1.0,3.0,0.011085802973268444,0.008642807097954008
24,full_train,0.5,26,price_pos_in_range_72_norm,2,1.0,8.5,0.009918938128219035,0.0,1,exit,16.0,1.0,0.0023013840954677622,0.009918938128219035
24,full_train,0.5,26,RSI_14_bounded,3,2.0,5.0,0.009706760609152432,0.0,2,exit,8.0,2.0,0.005054439810868172,0.009706760609152432
24,full_train,0.5,26,ADX_30_scaled,4,2.0,16.0,0.010842597028752898,0.0,1,entry,2.0,30.0,0.010842597028752898,0.002208510632850713
24,full_train,0.5,26,RSI_30_bounded,5,3.0,3.5,0.0076109243614782,0.0,2,entry,3.0,4.0,0.0060748701216283285,0.0076109243614782
24,full_train,0.5,26,ret_accel_24_72_z,6,4.0,11.5,0.005790248832747369,0.0,1,entry,4.0,19.0,0.005790248832747369,0.0035474200463242456
24,full_train,0.5,26,ema_spread_100_200_z,7,5.0,11.5,0.0069192759088438915,0.0,1,exit,18.0,5.0,0.0022531321588254993,0.0069192759088438915
24,full_train,0.5,26,dist_to_high_72_sqrt_z,8,5.0,16.0,0.005618882962745708,0.0,1,entry,5.0,27.0,0.005618882962745708,0.0026856689715983317
24,full_train,0.5,26,ADX_72_scaled,9,6.0,6.0,0.0068436052169330575,0.0,2,both_tie,6.0,6.0,0.005263886069609813,0.0068436052169330575
24,full_train,0.5,26,log_ret_72_z,10,7.0,8.0,0.006567193557998063,0.0,2,exit,9.0,7.0,0.004912296812378036,0.006567193557998063
24,full_train,0.5,26,volatility_168_sqrt_z,11,7.0,9.5,0.005249201721500896,0.0,2,entry,7.0,12.0,0.005249201721500896,0.004755361162162297
24,full_train,0.5,26,MOM_pct_72_z,12,8.0,9.0,0.006521774318381746,0.0,2,exit,10.0,8.0,0.004301675933805926,0.006521774318381746
24,full_train,0.5,26,ema_spread_50_100_z,13,9.0,30.5,0.00566606438333056,0.0,1,exit,52.0,9.0,-2.9633188233235686e-06,0.00566606438333056
24,full_train,0.5,26,log_ret_168_z,14,10.0,26.0,0.005174792668306782,0.0,1,exit,42.0,10.0,2.744076549432428e-06,0.005174792668306782
24,full_train,0.5,26,volatility_72_sqrt_z,15,11.0,25.5,0.005038622027254747,0.0,1,exit,40.0,11.0,3.7985265225470854e-05,0.005038622027254747
24,full_train,0.5,26,ADX_14_scaled,16,11.0,21.0,0.0036694100945358077,0.0,1,entry,11.0,31.0,0.0036694100945358077,0.00207587403567161
24,full_train,0.5,26,ret_accel_6_24_z,17,12.0,23.0,0.0033246164280267276,0.0,1,entry,12.0,34.0,0.0033246164280267276,0.0018077901602369661
24,full_train,0.5,26,NATR_14_z,18,13.0,18.0,0.004710996730246608,0.0,1,exit,23.0,13.0,0.0015282688451776494,0.004710996730246608
24,full_train,0.5,26,bb_pos_20_norm,19,13.0,22.5,0.0025985998456676818,0.0,1,entry,13.0,32.0,0.0025985998456676818,0.0020011153246659585
24,full_train,0.5,26,dist_to_high_24_sqrt_z,20,14.0,26.5,0.004177473579416224,0.0,1,exit,39.0,14.0,6.6686299294072e-05,0.004177473579416224
24,full_train,0.5,26,price_pos_in_range_168_norm,21,14.0,15.0,0.003839927205119109,0.0,1,entry,14.0,16.0,0.0025797562910585548,0.003839927205119109
24,full_train,0.5,26,bb_width_20_sqrt_z,22,15.0,21.0,0.004160096896635157,0.0,0,exit,27.0,15.0,0.0011284932768090838,0.004160096896635157
24,full_train,0.5,26,dist_ema_9_z,23,15.0,33.5,0.002327316374599264,0.0,0,entry,15.0,52.0,0.002327316374599264,-5.59800574428948e-06
24,full_train,0.5,26,dist_ema_200_z,24,17.0,24.0,0.0036893864731886716,0.0,0,exit,31.0,17.0,0.0005594958388912552,0.0036893864731886716
24,full_train,0.5,26,dist_to_high_168_sqrt_z,25,17.0,27.5,0.002256838598845734,0.0,0,entry,17.0,38.0,0.002256838598845734,0.0013952099596720724
24,full_train,0.5,26,ema_spread_9_21_z,26,18.0,21.5,0.0036645610997588784,0.0,0,exit,25.0,18.0,0.0011677882681554452,0.0036645610997588784
24,late_train,0.5,7,log_ret_72_z,1,1.0,1.0,0.045552554052298744,0.0,2,both_tie,1.0,1.0,0.045552554052298744,0.01040483532663794
24,late_train,0.5,7,MOM_pct_72_z,2,2.0,2.0,0.04497344803440867,0.0,2,both_tie,2.0,2.0,0.04497344803440867,0.009767549938379805
24,late_train,0.5,7,ret_accel_72_168_z,3,3.0,3.0,0.04119148872410561,0.0,2,both_tie,3.0,3.0,0.04119148872410561,0.007521011353894158
24,late_train,0.5,7,ret_accel_24_72_z,4,4.0,5.0,0.0365724267916141,0.0,2,entry,4.0,6.0,0.0365724267916141,0.0037107207251070307
24,late_train,0.5,7,ema_spread_9_21_z,5,4.0,7.5,0.02550175379130115,0.0,2,exit,11.0,4.0,0.02550175379130115,0.006685934189806453
24,late_train,0.5,7,price_pos_in_range_24_norm,6,5.0,5.0,0.030894198539293427,0.0,2,both_tie,5.0,5.0,0.030894198539293427,0.004067385956447178
24,late_train,0.5,7,dist_to_low_24_sqrt_z,7,6.0,11.0,0.029382527648788404,0.0,1,entry,6.0,16.0,0.029382527648788404,0.000549770530478555
24,late_train,0.5,14,log_ret_72_z,1,1.0,1.0,0.045552554052298744,0.0,2,both_tie,1.0,1.0,0.045552554052298744,0.01040483532663794
24,late_train,0.5,14,MOM_pct_72_z,2,2.0,2.0,0.04497344803440867,0.0,2,both_tie,2.0,2.0,0.04497344803440867,0.009767549938379805
24,late_train,0.5,14,ret_accel_72_168_z,3,3.0,3.0,0.04119148872410561,0.0,2,both_tie,3.0,3.0,0.04119148872410561,0.007521011353894158
24,late_train,0.5,14,ret_accel_24_72_z,4,4.0,5.0,0.0365724267916141,0.0,2,entry,4.0,6.0,0.0365724267916141,0.0037107207251070307
24,late_train,0.5,14,ema_spread_9_21_z,5,4.0,7.5,0.02550175379130115,0.0,2,exit,11.0,4.0,0.02550175379130115,0.006685934189806453
24,late_train,0.5,14,price_pos_in_range_24_norm,6,5.0,5.0,0.030894198539293427,0.0,2,both_tie,5.0,5.0,0.030894198539293427,0.004067385956447178
24,late_train,0.5,14,dist_to_low_24_sqrt_z,7,6.0,11.0,0.029382527648788404,0.0,1,entry,6.0,16.0,0.029382527648788404,0.000549770530478555
24,late_train,0.5,14,dist_to_high_24_sqrt_z,8,7.0,8.5,0.02890229970554964,0.0,2,entry,7.0,10.0,0.02890229970554964,0.0015966496241353045
24,late_train,0.5,14,price_pos_in_range_72_norm,9,7.0,8.5,0.026751482815550787,0.0,2,exit,10.0,7.0,0.026751482815550787,0.0032225249583301974
24,late_train,0.5,14,dist_ema_50_z,10,8.0,10.0,0.02799893317183677,0.0,2,entry,8.0,12.0,0.02799893317183677,0.000658512274209877
24,late_train,0.5,14,ema_slope_50_z,11,8.0,11.0,0.023883188523048382,0.0,2,exit,14.0,8.0,0.023883188523048382,0.003085651337174311
24,late_train,0.5,14,ADX_30_scaled,12,9.0,10.0,0.027747550462196457,0.0,2,entry,9.0,11.0,0.027747550462196457,0.0011574927725904738
24,late_train,0.5,14,ema_spread_50_100_z,13,9.0,14.0,0.022281096082256036,0.0,1,exit,19.0,9.0,0.022281096082256036,0.002975526326078226
24,late_train,0.5,14,dist_ema_21_z,14,12.0,22.5,0.025316050731469586,0.0,1,entry,12.0,33.0,0.025316050731469586,7.005868388310077e-06
24,late_train,0.5,20,log_ret_72_z,1,1.0,1.0,0.045552554052298744,0.0,2,both_tie,1.0,1.0,0.045552554052298744,0.01040483532663794
24,late_train,0.5,20,MOM_pct_72_z,2,2.0,2.0,0.04497344803440867,0.0,2,both_tie,2.0,2.0,0.04497344803440867,0.009767549938379805
24,late_train,0.5,20,ret_accel_72_168_z,3,3.0,3.0,0.04119148872410561,0.0,2,both_tie,3.0,3.0,0.04119148872410561,0.007521011353894158
24,late_train,0.5,20,ret_accel_24_72_z,4,4.0,5.0,0.0365724267916141,0.0,2,entry,4.0,6.0,0.0365724267916141,0.0037107207251070307
24,late_train,0.5,20,ema_spread_9_21_z,5,4.0,7.5,0.02550175379130115,0.0,2,exit,11.0,4.0,0.02550175379130115,0.006685934189806453
24,late_train,0.5,20,price_pos_in_range_24_norm,6,5.0,5.0,0.030894198539293427,0.0,2,both_tie,5.0,5.0,0.030894198539293427,0.004067385956447178
24,late_train,0.5,20,dist_to_low_24_sqrt_z,7,6.0,11.0,0.029382527648788404,0.0,1,entry,6.0,16.0,0.029382527648788404,0.000549770530478555
24,late_train,0.5,20,dist_to_high_24_sqrt_z,8,7.0,8.5,0.02890229970554964,0.0,2,entry,7.0,10.0,0.02890229970554964,0.0015966496241353045
24,late_train,0.5,20,price_pos_in_range_72_norm,9,7.0,8.5,0.026751482815550787,0.0,2,exit,10.0,7.0,0.026751482815550787,0.0032225249583301974
24,late_train,0.5,20,dist_ema_50_z,10,8.0,10.0,0.02799893317183677,0.0,2,entry,8.0,12.0,0.02799893317183677,0.000658512274209877
24,late_train,0.5,20,ema_slope_50_z,11,8.0,11.0,0.023883188523048382,0.0,2,exit,14.0,8.0,0.023883188523048382,0.003085651337174311
24,late_train,0.5,20,ADX_30_scaled,12,9.0,10.0,0.027747550462196457,0.0,2,entry,9.0,11.0,0.027747550462196457,0.0011574927725904738
24,late_train,0.5,20,ema_spread_50_100_z,13,9.0,14.0,0.022281096082256036,0.0,1,exit,19.0,9.0,0.022281096082256036,0.002975526326078226
24,late_train,0.5,20,dist_ema_21_z,14,12.0,22.5,0.025316050731469586,0.0,1,entry,12.0,33.0,0.025316050731469586,7.005868388310077e-06
24,late_train,0.5,20,dist_ema_100_z,15,13.0,22.5,0.024052498428775715,0.0,1,entry,13.0,32.0,0.024052498428775715,7.218689475729789e-06
24,late_train,0.5,20,ema_slope_21_z,16,13.0,14.0,0.023610636592299172,0.0,1,exit,15.0,13.0,0.023610636592299172,0.0006575811530971087
24,late_train,0.5,20,MOM_pct_30_z,17,14.0,19.0,0.02022264482272723,0.0,1,exit,24.0,14.0,0.02022264482272723,0.0006445059217675686
24,late_train,0.5,20,price_pos_in_range_168_norm,18,15.0,15.5,0.02356591927680013,0.0,0,exit,16.0,15.0,0.02356591927680013,0.0006325011325863938
24,late_train,0.5,20,dist_to_high_72_sqrt_z,19,17.0,32.5,0.023429773386863362,0.0,0,entry,17.0,48.0,0.023429773386863362,-1.4178988679502957e-05
24,late_train,0.5,20,RSI_72_bounded,20,17.0,21.5,0.019750525232895833,0.0,0,exit,26.0,17.0,0.019750525232895833,0.0004411200172221852
24,late_train,0.5,26,log_ret_72_z,1,1.0,1.0,0.045552554052298744,0.0,2,both_tie,1.0,1.0,0.045552554052298744,0.01040483532663794
